gene.locus,maternal,zygotic,MZ
evm.TU.scaffold_1.1456,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1457,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1458,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1459,FALSE,TRUE,zygotic
evm.TU.scaffold_1.146,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1462,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1463,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1464,TRUE,FALSE,maternal
evm.TU.scaffold_1.1465,FALSE,FALSE,neither
evm.TU.scaffold_1.1466,FALSE,FALSE,neither
evm.TU.scaffold_1.1467,FALSE,FALSE,neither
evm.TU.scaffold_1.1468,FALSE,FALSE,neither
evm.TU.scaffold_1.1469,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1470,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1471,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1472,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1473,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1474,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1475,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1476,FALSE,FALSE,neither
evm.TU.scaffold_1.1479,FALSE,FALSE,neither
evm.TU.scaffold_1.148,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1480,FALSE,FALSE,neither
evm.TU.scaffold_1.1481,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1482,FALSE,FALSE,neither
evm.TU.scaffold_1.1483,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1484,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1485,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1486,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1487,FALSE,FALSE,neither
evm.TU.scaffold_1.1488,FALSE,FALSE,neither
evm.TU.scaffold_1.1489,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1490,FALSE,FALSE,neither
evm.TU.scaffold_1.1491,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1492,FALSE,FALSE,neither
evm.TU.scaffold_1.1493,FALSE,FALSE,neither
evm.TU.scaffold_1.1494,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1495,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1496,FALSE,FALSE,neither
evm.TU.scaffold_1.1497,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1499,FALSE,FALSE,neither
evm.TU.scaffold_1.1500,FALSE,FALSE,neither
evm.TU.scaffold_1.1501,FALSE,FALSE,neither
evm.TU.scaffold_1.1502,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1503,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1504,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1505,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1506,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1507,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1508,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1509,TRUE,FALSE,maternal
evm.TU.scaffold_1.151,FALSE,FALSE,neither
evm.TU.scaffold_1.1510,FALSE,FALSE,neither
evm.TU.scaffold_1.1511,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1512,FALSE,FALSE,neither
evm.TU.scaffold_1.1513,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1514,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1515,FALSE,FALSE,neither
evm.TU.scaffold_1.1516,FALSE,FALSE,neither
evm.TU.scaffold_1.1517,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1518,FALSE,FALSE,neither
evm.TU.scaffold_1.1519,FALSE,FALSE,neither
evm.TU.scaffold_1.152,FALSE,FALSE,neither
evm.TU.scaffold_1.1520,FALSE,FALSE,neither
evm.TU.scaffold_1.1521,FALSE,FALSE,neither
evm.TU.scaffold_1.1522,FALSE,FALSE,neither
evm.TU.scaffold_1.1523,FALSE,FALSE,neither
evm.TU.scaffold_1.1524,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1525,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1526,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1527,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1528,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1529,FALSE,FALSE,neither
evm.TU.scaffold_1.153,FALSE,FALSE,neither
evm.TU.scaffold_1.1530,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1531,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1532,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1533,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1534,FALSE,FALSE,neither
evm.TU.scaffold_1.1535,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1536,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1537,FALSE,FALSE,neither
evm.TU.scaffold_1.1538,FALSE,FALSE,neither
evm.TU.scaffold_1.1539,FALSE,FALSE,neither
evm.TU.scaffold_1.1540,FALSE,FALSE,neither
evm.TU.scaffold_1.1541,FALSE,FALSE,neither
evm.TU.scaffold_1.1542,FALSE,FALSE,neither
evm.TU.scaffold_1.1543,FALSE,FALSE,neither
evm.TU.scaffold_1.1544,FALSE,FALSE,neither
evm.TU.scaffold_1.1545,FALSE,FALSE,neither
evm.TU.scaffold_1.1546,FALSE,FALSE,neither
evm.TU.scaffold_1.1547,FALSE,FALSE,neither
evm.TU.scaffold_1.1548,FALSE,FALSE,neither
evm.TU.scaffold_1.1549,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.155,FALSE,FALSE,neither
evm.TU.scaffold_1.1550,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1551,FALSE,FALSE,neither
evm.TU.scaffold_1.1552,FALSE,FALSE,neither
evm.TU.scaffold_1.1553,FALSE,FALSE,neither
evm.TU.scaffold_1.1554,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1555,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1556,FALSE,FALSE,neither
evm.TU.scaffold_1.1557,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1558,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1559,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.156,FALSE,FALSE,neither
evm.TU.scaffold_1.1560,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1561,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1562,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1563,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1564,FALSE,FALSE,neither
evm.TU.scaffold_1.1565,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1567,FALSE,FALSE,neither
evm.TU.scaffold_1.1569,FALSE,FALSE,neither
evm.TU.scaffold_1.157,FALSE,FALSE,neither
evm.TU.scaffold_1.1570,FALSE,FALSE,neither
evm.TU.scaffold_1.1571,FALSE,FALSE,neither
evm.TU.scaffold_1.1573,FALSE,FALSE,neither
evm.TU.scaffold_1.1574,FALSE,FALSE,neither
evm.TU.scaffold_1.1579,FALSE,FALSE,neither
evm.TU.scaffold_1.158,FALSE,FALSE,neither
evm.TU.scaffold_1.1582,FALSE,FALSE,neither
evm.TU.scaffold_1.1585,FALSE,FALSE,neither
evm.TU.scaffold_1.159,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1590,FALSE,FALSE,neither
evm.TU.scaffold_1.1591,FALSE,FALSE,neither
evm.TU.scaffold_1.1593,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1594,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1595,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1596,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1599,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.160,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1601,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1602,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1604,FALSE,FALSE,neither
evm.TU.scaffold_1.1605,FALSE,FALSE,neither
evm.TU.scaffold_1.1607,FALSE,FALSE,neither
evm.TU.scaffold_1.1608,FALSE,FALSE,neither
evm.TU.scaffold_1.1609,FALSE,FALSE,neither
evm.TU.scaffold_1.161,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1610,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1611,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1612,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1613,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1614,TRUE,FALSE,maternal
evm.TU.scaffold_1.1615,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1616,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1617,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1618,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1619,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.162,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1621,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1622,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1623,FALSE,FALSE,neither
evm.TU.scaffold_1.1624,FALSE,FALSE,neither
evm.TU.scaffold_1.1625,FALSE,FALSE,neither
evm.TU.scaffold_1.1626,FALSE,FALSE,neither
evm.TU.scaffold_1.1627,FALSE,FALSE,neither
evm.TU.scaffold_1.1628,FALSE,FALSE,neither
evm.TU.scaffold_1.1629,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.163,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1630,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1631,FALSE,FALSE,neither
evm.TU.scaffold_1.1632,FALSE,FALSE,neither
evm.TU.scaffold_1.1633,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1634,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1635,TRUE,FALSE,maternal
evm.TU.scaffold_1.1636,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1637,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1638,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1639,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.164,FALSE,FALSE,neither
evm.TU.scaffold_1.1641,FALSE,FALSE,neither
evm.TU.scaffold_1.1642,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1644,FALSE,FALSE,neither
evm.TU.scaffold_1.1645,FALSE,FALSE,neither
evm.TU.scaffold_1.1646,FALSE,FALSE,neither
evm.TU.scaffold_1.1647,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1648,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1649,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1650,FALSE,FALSE,neither
evm.TU.scaffold_1.1651,FALSE,FALSE,neither
evm.TU.scaffold_1.1652,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1653,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1654,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1655,FALSE,FALSE,neither
evm.TU.scaffold_1.1656,FALSE,FALSE,neither
evm.TU.scaffold_1.1657,FALSE,FALSE,neither
evm.TU.scaffold_1.1658,FALSE,FALSE,neither
evm.TU.scaffold_1.1659,FALSE,FALSE,neither
evm.TU.scaffold_1.166,FALSE,FALSE,neither
evm.TU.scaffold_1.1660,FALSE,FALSE,neither
evm.TU.scaffold_1.1661,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1662,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1663,FALSE,FALSE,neither
evm.TU.scaffold_1.1664,FALSE,FALSE,neither
evm.TU.scaffold_1.1665_evm.TU.scaffold_1.1666,FALSE,FALSE,neither
evm.TU.scaffold_1.1667,TRUE,FALSE,maternal
evm.TU.scaffold_1.1668,FALSE,FALSE,neither
evm.TU.scaffold_1.1669,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1670,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1671,FALSE,FALSE,neither
evm.TU.scaffold_1.1672,FALSE,FALSE,neither
evm.TU.scaffold_1.1673,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1674,FALSE,FALSE,neither
evm.TU.scaffold_1.1675,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1676,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1677,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1678_evm.TU.scaffold_1.1679,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.168,FALSE,FALSE,neither
evm.TU.scaffold_1.1680,FALSE,FALSE,neither
evm.TU.scaffold_1.1681,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1682,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1683,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1684,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1685,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1686,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1687,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1688,TRUE,FALSE,maternal
evm.TU.scaffold_1.169,FALSE,FALSE,neither
evm.TU.scaffold_1.1690,FALSE,FALSE,neither
evm.TU.scaffold_1.1695,FALSE,FALSE,neither
evm.TU.scaffold_1.1696,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1697,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1698,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1699,FALSE,FALSE,neither
evm.TU.scaffold_1.1700,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1701,FALSE,FALSE,neither
evm.TU.scaffold_1.1702,FALSE,FALSE,neither
evm.TU.scaffold_1.1703,FALSE,FALSE,neither
evm.TU.scaffold_1.1704,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1705,TRUE,FALSE,maternal
evm.TU.scaffold_1.1706,FALSE,FALSE,neither
evm.TU.scaffold_1.1707,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1708,FALSE,FALSE,neither
evm.TU.scaffold_1.1709,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.171,FALSE,FALSE,neither
evm.TU.scaffold_1.1710,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1711,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1712,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1713,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1714,FALSE,FALSE,neither
evm.TU.scaffold_1.1715,FALSE,FALSE,neither
evm.TU.scaffold_1.1716,FALSE,FALSE,neither
evm.TU.scaffold_1.1717,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1718,FALSE,FALSE,neither
evm.TU.scaffold_1.1719,FALSE,FALSE,neither
evm.TU.scaffold_1.172,FALSE,FALSE,neither
evm.TU.scaffold_1.1720,FALSE,FALSE,neither
evm.TU.scaffold_1.1721,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1722,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1723,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1724,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1725,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1726,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1727,FALSE,FALSE,neither
evm.TU.scaffold_1.1728,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1729,FALSE,FALSE,neither
evm.TU.scaffold_1.173,FALSE,FALSE,neither
evm.TU.scaffold_1.1730,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1731,FALSE,FALSE,neither
evm.TU.scaffold_1.1732,FALSE,FALSE,neither
evm.TU.scaffold_1.1733,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1734,FALSE,FALSE,neither
evm.TU.scaffold_1.1735,FALSE,FALSE,neither
evm.TU.scaffold_1.1736,FALSE,FALSE,neither
evm.TU.scaffold_1.1737,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1738,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1739,FALSE,FALSE,neither
evm.TU.scaffold_1.1740,FALSE,FALSE,neither
evm.TU.scaffold_1.1741,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1742,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1743,TRUE,FALSE,maternal
evm.TU.scaffold_1.1746_evm.TU.scaffold_1.1745,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1747,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1748,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1749,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.175,FALSE,FALSE,neither
evm.TU.scaffold_1.1750,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1751,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1752,FALSE,FALSE,neither
evm.TU.scaffold_1.1754,FALSE,FALSE,neither
evm.TU.scaffold_1.1756,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1757,FALSE,FALSE,neither
evm.TU.scaffold_1.1758,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1759,FALSE,TRUE,zygotic
evm.TU.scaffold_1.176,FALSE,FALSE,neither
evm.TU.scaffold_1.1760,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1761,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1762,FALSE,FALSE,neither
evm.TU.scaffold_1.1763,FALSE,FALSE,neither
evm.TU.scaffold_1.1764,FALSE,FALSE,neither
evm.TU.scaffold_1.1765,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1766_evm.TU.scaffold_1.1767,FALSE,FALSE,neither
evm.TU.scaffold_1.1768,FALSE,FALSE,neither
evm.TU.scaffold_1.1769,FALSE,FALSE,neither
evm.TU.scaffold_1.177,FALSE,FALSE,neither
evm.TU.scaffold_1.1770,FALSE,FALSE,neither
evm.TU.scaffold_1.1771,FALSE,FALSE,neither
evm.TU.scaffold_1.1772,FALSE,FALSE,neither
evm.TU.scaffold_1.1773,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1774,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1775,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1776,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1777,FALSE,FALSE,neither
evm.TU.scaffold_1.1779,FALSE,FALSE,neither
evm.TU.scaffold_1.178,FALSE,FALSE,neither
evm.TU.scaffold_1.1780,FALSE,FALSE,neither
evm.TU.scaffold_1.1781,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1782,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1783,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1785,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1786,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1787,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1788,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1789,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.179,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1790,FALSE,FALSE,neither
evm.TU.scaffold_1.1791,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1792,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1793,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1794,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1795,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1796,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1797,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1798,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.180,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1800,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1801,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1802,FALSE,FALSE,neither
evm.TU.scaffold_1.1803,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1804,FALSE,FALSE,neither
evm.TU.scaffold_1.1805,FALSE,FALSE,neither
evm.TU.scaffold_1.1807,FALSE,FALSE,neither
evm.TU.scaffold_1.1808,FALSE,FALSE,neither
evm.TU.scaffold_1.1809,FALSE,FALSE,neither
evm.TU.scaffold_1.181,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1810,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1812,FALSE,FALSE,neither
evm.TU.scaffold_1.1813,FALSE,FALSE,neither
evm.TU.scaffold_1.1814,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1816,FALSE,FALSE,neither
evm.TU.scaffold_1.1817,FALSE,FALSE,neither
evm.TU.scaffold_1.1818,FALSE,FALSE,neither
evm.TU.scaffold_1.1819,FALSE,FALSE,neither
evm.TU.scaffold_1.182,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1820,FALSE,FALSE,neither
evm.TU.scaffold_1.1821,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1822,FALSE,FALSE,neither
evm.TU.scaffold_1.1823,FALSE,FALSE,neither
evm.TU.scaffold_1.1824,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1825,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1826,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1827,TRUE,FALSE,maternal
evm.TU.scaffold_1.1828,FALSE,FALSE,neither
evm.TU.scaffold_1.1829,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.183,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1830,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1831,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1832,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1833,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1834,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1835,FALSE,FALSE,neither
evm.TU.scaffold_1.1836,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1837,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1838,FALSE,FALSE,neither
evm.TU.scaffold_1.1839,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.184,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1840,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1841,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1842,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1843,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1844,TRUE,FALSE,maternal
evm.TU.scaffold_1.1845,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1847,FALSE,FALSE,neither
evm.TU.scaffold_1.1848,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1849,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.185,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1851,FALSE,FALSE,neither
evm.TU.scaffold_1.1852,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1853,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1854,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1855,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1856,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1857,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1858,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1859,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.186,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1860,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1861,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1862,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1863,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1864,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1865,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1866,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1867,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1868,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.187,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1870,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1871,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1872,FALSE,FALSE,neither
evm.TU.scaffold_1.1873,FALSE,FALSE,neither
evm.TU.scaffold_1.1874,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1875,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1876,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1877,FALSE,FALSE,neither
evm.TU.scaffold_1.1878,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1879,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.188,FALSE,FALSE,neither
evm.TU.scaffold_1.1881,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1883,FALSE,FALSE,neither
evm.TU.scaffold_1.1884,FALSE,FALSE,neither
evm.TU.scaffold_1.1885,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1886,FALSE,FALSE,neither
evm.TU.scaffold_1.1887,FALSE,FALSE,neither
evm.TU.scaffold_1.1888,FALSE,FALSE,neither
evm.TU.scaffold_1.1889,FALSE,FALSE,neither
evm.TU.scaffold_1.189,FALSE,FALSE,neither
evm.TU.scaffold_1.1890,FALSE,FALSE,neither
evm.TU.scaffold_1.1891,FALSE,FALSE,neither
evm.TU.scaffold_1.1892,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1893,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1894,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1895,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1896,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1897,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1898,FALSE,FALSE,neither
evm.TU.scaffold_1.1899,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.190,FALSE,FALSE,neither
evm.TU.scaffold_1.1900,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1901,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1905,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1906,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1907,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1908,FALSE,FALSE,neither
evm.TU.scaffold_1.1909,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.191,FALSE,FALSE,neither
evm.TU.scaffold_1.1910,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1911,TRUE,TRUE,maternal zygotic
