gene.locus,maternal,zygotic,MZ
evm.TU.scaffold_2.949,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.95,TRUE,FALSE,maternal
evm.TU.scaffold_2.950,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.951,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.952,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.953,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.954,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.955,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.956,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.957,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.958,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.959,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.96,FALSE,FALSE,neither
evm.TU.scaffold_2.960,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.961,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.962,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.963,FALSE,TRUE,zygotic
evm.TU.scaffold_2.964,FALSE,FALSE,neither
evm.TU.scaffold_2.965,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.966,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.967,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.968,FALSE,FALSE,neither
evm.TU.scaffold_2.969,FALSE,FALSE,neither
evm.TU.scaffold_2.97,FALSE,FALSE,neither
evm.TU.scaffold_2.970,FALSE,TRUE,zygotic
evm.TU.scaffold_2.971,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.972,FALSE,FALSE,neither
evm.TU.scaffold_2.973,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.974,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.975,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.976,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.977,FALSE,TRUE,zygotic
evm.TU.scaffold_2.978,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.979,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.98,FALSE,FALSE,neither
evm.TU.scaffold_2.980,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.981,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.982,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.983,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.984,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.985,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.986,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.987,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.988,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.989,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.99,TRUE,FALSE,maternal
evm.TU.scaffold_2.990,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.991,FALSE,TRUE,zygotic
evm.TU.scaffold_2.992,FALSE,FALSE,neither
evm.TU.scaffold_2.993,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.995,FALSE,FALSE,neither
evm.TU.scaffold_2.996,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.997,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_2.998,FALSE,FALSE,neither
evm.TU.scaffold_2.999,FALSE,FALSE,neither
evm.TU.scaffold_205.4,FALSE,FALSE,neither
evm.TU.scaffold_212.1,FALSE,FALSE,neither
evm.TU.scaffold_212.2,FALSE,FALSE,neither
evm.TU.scaffold_231.1,FALSE,FALSE,neither
evm.TU.scaffold_232.1,FALSE,FALSE,neither
evm.TU.scaffold_232.2,FALSE,FALSE,neither
evm.TU.scaffold_232.3,FALSE,FALSE,neither
evm.TU.scaffold_238.6,FALSE,FALSE,neither
evm.TU.scaffold_249.1,FALSE,FALSE,neither
evm.TU.scaffold_253.1,FALSE,FALSE,neither
evm.TU.scaffold_253.11,FALSE,FALSE,neither
evm.TU.scaffold_253.2,FALSE,FALSE,neither
evm.TU.scaffold_253.6,FALSE,FALSE,neither
evm.TU.scaffold_253.9,FALSE,FALSE,neither
evm.TU.scaffold_260.1,FALSE,FALSE,neither
evm.TU.scaffold_262.2,FALSE,FALSE,neither
evm.TU.scaffold_262.5,FALSE,FALSE,neither
evm.TU.scaffold_262.7,FALSE,FALSE,neither
evm.TU.scaffold_266.2,FALSE,FALSE,neither
evm.TU.scaffold_27.1,FALSE,FALSE,neither
evm.TU.scaffold_27.2,FALSE,FALSE,neither
evm.TU.scaffold_282.2,FALSE,FALSE,neither
evm.TU.scaffold_282.4,FALSE,FALSE,neither
evm.TU.scaffold_282.5,FALSE,FALSE,neither
evm.TU.scaffold_282.6,FALSE,FALSE,neither
evm.TU.scaffold_282.9,FALSE,FALSE,neither
evm.TU.scaffold_291.4,FALSE,FALSE,neither
evm.TU.scaffold_296.1,FALSE,FALSE,neither
evm.TU.scaffold_3.10,FALSE,FALSE,neither
evm.TU.scaffold_3.1000,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1001,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1002,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1003,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1004,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1005,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1006,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1007,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1008,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1009,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.101,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1010,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1011,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1012,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1013,FALSE,FALSE,neither
evm.TU.scaffold_3.1014,FALSE,FALSE,neither
evm.TU.scaffold_3.1015,FALSE,FALSE,neither
evm.TU.scaffold_3.1016,FALSE,FALSE,neither
evm.TU.scaffold_3.1017,FALSE,FALSE,neither
evm.TU.scaffold_3.1018,FALSE,FALSE,neither
evm.TU.scaffold_3.1019,FALSE,FALSE,neither
evm.TU.scaffold_3.102,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1020,FALSE,FALSE,neither
evm.TU.scaffold_3.1021,FALSE,FALSE,neither
evm.TU.scaffold_3.1023,FALSE,FALSE,neither
evm.TU.scaffold_3.1024,FALSE,FALSE,neither
evm.TU.scaffold_3.1025,FALSE,FALSE,neither
evm.TU.scaffold_3.1026,FALSE,FALSE,neither
evm.TU.scaffold_3.1027,FALSE,FALSE,neither
evm.TU.scaffold_3.1028,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1029,FALSE,FALSE,neither
evm.TU.scaffold_3.103,FALSE,FALSE,neither
evm.TU.scaffold_3.1030,FALSE,FALSE,neither
evm.TU.scaffold_3.1031,FALSE,FALSE,neither
evm.TU.scaffold_3.1032,FALSE,FALSE,neither
evm.TU.scaffold_3.1033,FALSE,FALSE,neither
evm.TU.scaffold_3.1034,FALSE,FALSE,neither
evm.TU.scaffold_3.1036,FALSE,FALSE,neither
evm.TU.scaffold_3.1037,FALSE,FALSE,neither
evm.TU.scaffold_3.1039,FALSE,FALSE,neither
evm.TU.scaffold_3.1040,FALSE,FALSE,neither
evm.TU.scaffold_3.1041,FALSE,FALSE,neither
evm.TU.scaffold_3.1042,FALSE,FALSE,neither
evm.TU.scaffold_3.1043,FALSE,FALSE,neither
evm.TU.scaffold_3.1044,FALSE,FALSE,neither
evm.TU.scaffold_3.1045,FALSE,FALSE,neither
evm.TU.scaffold_3.1046,FALSE,FALSE,neither
evm.TU.scaffold_3.1047,FALSE,FALSE,neither
evm.TU.scaffold_3.1048,FALSE,FALSE,neither
evm.TU.scaffold_3.1049,FALSE,FALSE,neither
evm.TU.scaffold_3.105,FALSE,FALSE,neither
evm.TU.scaffold_3.1050,FALSE,FALSE,neither
evm.TU.scaffold_3.1051,FALSE,FALSE,neither
evm.TU.scaffold_3.1052,FALSE,FALSE,neither
evm.TU.scaffold_3.1053,FALSE,FALSE,neither
evm.TU.scaffold_3.1054,FALSE,FALSE,neither
evm.TU.scaffold_3.1055,FALSE,FALSE,neither
evm.TU.scaffold_3.1056,FALSE,FALSE,neither
evm.TU.scaffold_3.1057,FALSE,FALSE,neither
evm.TU.scaffold_3.1058,FALSE,FALSE,neither
evm.TU.scaffold_3.1059,FALSE,FALSE,neither
evm.TU.scaffold_3.106,FALSE,FALSE,neither
evm.TU.scaffold_3.1060,FALSE,FALSE,neither
evm.TU.scaffold_3.1061,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1062,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1063,FALSE,FALSE,neither
evm.TU.scaffold_3.1064,FALSE,FALSE,neither
evm.TU.scaffold_3.1065,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1066,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1067,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1068,FALSE,FALSE,neither
evm.TU.scaffold_3.1069,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.107,FALSE,FALSE,neither
evm.TU.scaffold_3.1070,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1071,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1072,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1073,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1074,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1075,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1076,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1077,FALSE,FALSE,neither
evm.TU.scaffold_3.1078,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1079,FALSE,FALSE,neither
evm.TU.scaffold_3.1080,FALSE,FALSE,neither
evm.TU.scaffold_3.1081,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1082,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1083,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1084,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1085,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1086,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1087,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1089,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.109,FALSE,FALSE,neither
evm.TU.scaffold_3.1090,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1091,FALSE,FALSE,neither
evm.TU.scaffold_3.1092,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1093,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1094,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1095,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1096,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1097,FALSE,FALSE,neither
evm.TU.scaffold_3.1098,FALSE,FALSE,neither
evm.TU.scaffold_3.1099,FALSE,TRUE,zygotic
evm.TU.scaffold_3.110,FALSE,FALSE,neither
evm.TU.scaffold_3.1100,FALSE,FALSE,neither
evm.TU.scaffold_3.1101,FALSE,FALSE,neither
evm.TU.scaffold_3.1103,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1104,FALSE,FALSE,neither
evm.TU.scaffold_3.1105,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1106,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1107,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1108,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1109,FALSE,FALSE,neither
evm.TU.scaffold_3.111,FALSE,FALSE,neither
evm.TU.scaffold_3.1110,FALSE,FALSE,neither
evm.TU.scaffold_3.1111,FALSE,FALSE,neither
evm.TU.scaffold_3.1112,FALSE,FALSE,neither
evm.TU.scaffold_3.1113,FALSE,FALSE,neither
evm.TU.scaffold_3.1114,FALSE,FALSE,neither
evm.TU.scaffold_3.1115,FALSE,FALSE,neither
evm.TU.scaffold_3.1116,FALSE,FALSE,neither
evm.TU.scaffold_3.1117,FALSE,FALSE,neither
evm.TU.scaffold_3.1118,FALSE,FALSE,neither
evm.TU.scaffold_3.1119,FALSE,TRUE,zygotic
evm.TU.scaffold_3.112,FALSE,FALSE,neither
evm.TU.scaffold_3.1120,FALSE,FALSE,neither
evm.TU.scaffold_3.1121,FALSE,FALSE,neither
evm.TU.scaffold_3.1122,FALSE,FALSE,neither
evm.TU.scaffold_3.1123,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1124,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1125,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1126,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1127,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1128,FALSE,FALSE,neither
evm.TU.scaffold_3.1129,FALSE,FALSE,neither
evm.TU.scaffold_3.113,FALSE,FALSE,neither
evm.TU.scaffold_3.1130,FALSE,FALSE,neither
evm.TU.scaffold_3.1131,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1132,FALSE,FALSE,neither
evm.TU.scaffold_3.1133,FALSE,FALSE,neither
evm.TU.scaffold_3.1134,FALSE,FALSE,neither
evm.TU.scaffold_3.1135,FALSE,FALSE,neither
evm.TU.scaffold_3.1136,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1137,FALSE,FALSE,neither
evm.TU.scaffold_3.1138_evm.TU.scaffold_3.1139,FALSE,FALSE,neither
evm.TU.scaffold_3.114,FALSE,FALSE,neither
evm.TU.scaffold_3.1140,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1141,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1142,FALSE,FALSE,neither
evm.TU.scaffold_3.1143,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1144,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1145,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1146,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1147,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1149,FALSE,FALSE,neither
evm.TU.scaffold_3.115,FALSE,FALSE,neither
evm.TU.scaffold_3.1150,FALSE,FALSE,neither
evm.TU.scaffold_3.1151,FALSE,FALSE,neither
evm.TU.scaffold_3.1152,FALSE,FALSE,neither
evm.TU.scaffold_3.1153,FALSE,FALSE,neither
evm.TU.scaffold_3.1154,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1155,FALSE,FALSE,neither
evm.TU.scaffold_3.1156_evm.TU.scaffold_3.1157,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1158,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1159,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.116,FALSE,FALSE,neither
evm.TU.scaffold_3.1160,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1161,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1162,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1163,FALSE,FALSE,neither
evm.TU.scaffold_3.1164,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1165,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1166,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1167,FALSE,FALSE,neither
evm.TU.scaffold_3.1168,FALSE,FALSE,neither
evm.TU.scaffold_3.1169,FALSE,FALSE,neither
evm.TU.scaffold_3.117,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1170,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1171,FALSE,FALSE,neither
evm.TU.scaffold_3.1172,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1173,FALSE,FALSE,neither
evm.TU.scaffold_3.1174,FALSE,FALSE,neither
evm.TU.scaffold_3.1175,FALSE,FALSE,neither
evm.TU.scaffold_3.1176,FALSE,FALSE,neither
evm.TU.scaffold_3.1177,FALSE,FALSE,neither
evm.TU.scaffold_3.1178,FALSE,FALSE,neither
evm.TU.scaffold_3.1179,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.118,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1180,FALSE,FALSE,neither
evm.TU.scaffold_3.1182,FALSE,FALSE,neither
evm.TU.scaffold_3.1183,FALSE,FALSE,neither
evm.TU.scaffold_3.1184,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1185,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1186,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1187,FALSE,FALSE,neither
evm.TU.scaffold_3.1188,FALSE,FALSE,neither
evm.TU.scaffold_3.1189,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.119,FALSE,FALSE,neither
evm.TU.scaffold_3.1190,FALSE,FALSE,neither
evm.TU.scaffold_3.1191,FALSE,FALSE,neither
evm.TU.scaffold_3.1192,FALSE,FALSE,neither
evm.TU.scaffold_3.1193,FALSE,FALSE,neither
evm.TU.scaffold_3.1194,FALSE,FALSE,neither
evm.TU.scaffold_3.1195,FALSE,FALSE,neither
evm.TU.scaffold_3.1196,FALSE,FALSE,neither
evm.TU.scaffold_3.1197,FALSE,FALSE,neither
evm.TU.scaffold_3.1198,FALSE,FALSE,neither
evm.TU.scaffold_3.1199,FALSE,FALSE,neither
evm.TU.scaffold_3.120,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1200,FALSE,FALSE,neither
evm.TU.scaffold_3.1201,FALSE,FALSE,neither
evm.TU.scaffold_3.1202,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1203,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1204,FALSE,FALSE,neither
evm.TU.scaffold_3.1205,FALSE,FALSE,neither
evm.TU.scaffold_3.1206,FALSE,FALSE,neither
evm.TU.scaffold_3.1207,FALSE,FALSE,neither
evm.TU.scaffold_3.1208,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1209,FALSE,FALSE,neither
evm.TU.scaffold_3.121,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1210,FALSE,FALSE,neither
evm.TU.scaffold_3.1211,FALSE,FALSE,neither
evm.TU.scaffold_3.1212,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1213,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1214,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1215,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1216,FALSE,FALSE,neither
evm.TU.scaffold_3.1217,FALSE,FALSE,neither
evm.TU.scaffold_3.1218,FALSE,FALSE,neither
evm.TU.scaffold_3.1219,FALSE,TRUE,zygotic
evm.TU.scaffold_3.122,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1220,FALSE,FALSE,neither
evm.TU.scaffold_3.1221,FALSE,FALSE,neither
evm.TU.scaffold_3.1222,FALSE,FALSE,neither
evm.TU.scaffold_3.1223,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1224,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1225,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1226,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1227,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1228,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.123,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1230,FALSE,FALSE,neither
evm.TU.scaffold_3.1231,FALSE,FALSE,neither
evm.TU.scaffold_3.1232,FALSE,FALSE,neither
evm.TU.scaffold_3.1233,FALSE,FALSE,neither
evm.TU.scaffold_3.1234,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1235,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1236,FALSE,FALSE,neither
evm.TU.scaffold_3.1237,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1238,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1239,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.124,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1240,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1241,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1242,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1243,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1244,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1245,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1246,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1247,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1248,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1249,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.125,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1250,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1251,TRUE,FALSE,maternal
evm.TU.scaffold_3.1252,FALSE,FALSE,neither
evm.TU.scaffold_3.1253,FALSE,FALSE,neither
evm.TU.scaffold_3.1254,FALSE,FALSE,neither
evm.TU.scaffold_3.1255,FALSE,FALSE,neither
evm.TU.scaffold_3.1256,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1257,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1258,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1259,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.126,FALSE,FALSE,neither
evm.TU.scaffold_3.1260,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1262,TRUE,FALSE,maternal
evm.TU.scaffold_3.1269,FALSE,FALSE,neither
evm.TU.scaffold_3.127,FALSE,FALSE,neither
evm.TU.scaffold_3.1270,FALSE,FALSE,neither
evm.TU.scaffold_3.1271,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1272,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1273,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1274,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1275,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1276,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1277,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1278,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1279,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.128,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1280,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1282,FALSE,FALSE,neither
evm.TU.scaffold_3.1283,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1284,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1285,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1286,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1287,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1288,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1289,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1290,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1291,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1292,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1293,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1294,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1295,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1296,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1297,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1298,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1299,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.13,FALSE,FALSE,neither
evm.TU.scaffold_3.130,FALSE,FALSE,neither
evm.TU.scaffold_3.1300,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1301,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1302,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1303,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1304,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1305,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1306,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1307,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1309,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1310,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1311,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1312,FALSE,FALSE,neither
evm.TU.scaffold_3.1313,FALSE,FALSE,neither
evm.TU.scaffold_3.1314,FALSE,FALSE,neither
evm.TU.scaffold_3.1315,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1316,FALSE,FALSE,neither
evm.TU.scaffold_3.1317,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1318,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1319,FALSE,FALSE,neither
evm.TU.scaffold_3.132,FALSE,FALSE,neither
evm.TU.scaffold_3.1320,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1321,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1322,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1323,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1324,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1325,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1326,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1327,FALSE,FALSE,neither
evm.TU.scaffold_3.1328,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1329,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.133,FALSE,FALSE,neither
evm.TU.scaffold_3.1330,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1331,FALSE,FALSE,neither
evm.TU.scaffold_3.1332,FALSE,FALSE,neither
evm.TU.scaffold_3.1333,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1334,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1335,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1336,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1337,FALSE,FALSE,neither
evm.TU.scaffold_3.1338,FALSE,FALSE,neither
evm.TU.scaffold_3.1340,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1341,FALSE,FALSE,neither
evm.TU.scaffold_3.1342,FALSE,FALSE,neither
evm.TU.scaffold_3.1344,FALSE,FALSE,neither
evm.TU.scaffold_3.1345,FALSE,FALSE,neither
evm.TU.scaffold_3.1346,FALSE,FALSE,neither
evm.TU.scaffold_3.1347,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1348,FALSE,TRUE,zygotic
evm.TU.scaffold_3.1349,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1350,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1351,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1352,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_3.1353,TRUE,TRUE,maternal zygotic
