"wt.1.NC13.opaKD1.23003FL.09.01.25"	"ac.1.NC13.opaKD1.23003FL.09.01.26"	"dsred.2.NC13.opaKD1.23003FL.09.01.27"	"opa.2.NC13.opaKD1.23003FL.09.01.28"	"opa.3.NC13.opaKD1.23003FL.09.01.29"	"opa.4.NC13.opaKD1.23003FL.09.01.30"	"wt.2.NC13.opaKD3.23003FL.09.02.05"	"ac.2.NC13.opaKD3.23003FL.09.02.06"	"dsred.3.NC13.opaKD3.23003FL.09.02.07"	"dsred.4.NC13.opaKD3.23003FL.09.02.08"	"opa.5.NC13.opaKD3.23003FL.09.02.09"	"wt.3.NC13.opaKD4.23003FL.09.02.13"	"ac.3.NC13.opaKD4.23003FL.09.02.14"	"ac.4.NC13.opaKD4.23003FL.09.02.15"	"opa.6.NC13.opaKD4.23003FL.09.02.16"	"opa.7.NC13.opaKD4.23003FL.09.02.17"	"opa.8.NC13.opaKD4.23003FL.09.02.18"	"opa.9.NC13.opaKD4.23003FL.09.02.19"
"evm.TU.scaffold_4.3560"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"evm.TU.scaffold_4.3569"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"evm.TU.scaffold_4.3572"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.358"	288	268	153	232	191	220	130	200	230	211	268	199	563	345	373	326	323	320
"evm.TU.scaffold_4.3587"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.359"	15	14	5	16	39	13	21	9	53	113	193	86	0	5	58	48	43	50
"evm.TU.scaffold_4.3591"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3592"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3593"	4	0	2	0	0	0	1	0	4	1	1	3	7	1	0	3	0	4
"evm.TU.scaffold_4.3598"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.360"	5	6	8	8	3	4	10	7	1	4	4	11	5	2	4	0	2	0
"evm.TU.scaffold_4.3600"	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	2	0	0
"evm.TU.scaffold_4.3601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3605"	65	31	90	67	52	68	51	40	31	24	49	72	145	103	104	58	59	15
"evm.TU.scaffold_4.3609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3615"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3616"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3617"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3618"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.362"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3628"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"evm.TU.scaffold_4.363"	931	1076	795	1398	689	810	1651	1147	1303	1005	1126	1345	908	1380	865	878	648	739
"evm.TU.scaffold_4.3634"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3636"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3639"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.364"	3193	3390	1942	4046	2415	3417	4775	3618	4481	4041	4828	4528	4940	5158	4025	4313	3341	4515
"evm.TU.scaffold_4.3640"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3641"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_4.3646"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3647"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.365"	57	29	43	103	36	44	80	24	28	53	40	46	86	73	47	26	13	43
"evm.TU.scaffold_4.3650"	4	1	0	0	0	2	0	0	0	0	0	0	0	1	2	11	0	0
"evm.TU.scaffold_4.3651"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3652"	0	0	3	0	0	2	0	0	0	0	8	1	0	1	0	3	0	2
"evm.TU.scaffold_4.3656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3659"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.366"	2	6	1	11	6	0	0	0	0	0	0	0	23	30	0	2	19	0
"evm.TU.scaffold_4.3660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3666"	3	0	0	0	0	0	4	0	3	0	0	0	1	0	0	0	0	0
"evm.TU.scaffold_4.3669"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.367"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3670"	2	0	0	9	2	0	0	0	0	0	5	2	1	0	0	1	0	0
"evm.TU.scaffold_4.3676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3677"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3679"	15	4	0	0	4	1	2	3	0	0	28	0	0	0	13	17	0	2
"evm.TU.scaffold_4.368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.369"	138	109	79	238	104	157	385	210	434	362	415	507	188	294	353	398	447	448
"evm.TU.scaffold_4.3690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3691"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3696"	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3697"	2	0	0	0	0	1	0	4	0	0	0	0	4	2	0	0	0	0
"evm.TU.scaffold_4.37"	0	0	7	0	0	0	0	1	0	0	0	4	0	0	0	3	0	0
"evm.TU.scaffold_4.370"	78	34	49	75	25	57	275	119	124	72	57	200	119	316	78	121	37	101
"evm.TU.scaffold_4.3701"	4	0	0	0	0	1	0	0	0	1	1	5	0	0	0	0	0	20
"evm.TU.scaffold_4.3709"	1	0	0	7	0	0	0	1	0	0	0	0	0	0	1	0	0	0
"evm.TU.scaffold_4.371"	8	2	0	14	4	0	0	3	2	2	11	0	0	0	5	0	4	14
"evm.TU.scaffold_4.3711"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3718"	0	0	0	2	0	0	7	0	0	3	1	0	0	0	0	0	4	0
"evm.TU.scaffold_4.372"	0	0	0	11	8	3	4	12	3	3	1	27	2	0	8	0	1	0
"evm.TU.scaffold_4.3721"	0	6	0	0	5	0	1	5	1	4	7	5	1	2	1	16	4	2
"evm.TU.scaffold_4.3722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3724"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3726"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3727"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.373"	1664	2024	1528	2058	1972	2094	730	1840	1552	1193	2365	965	1807	1747	2325	1110	2464	1168
"evm.TU.scaffold_4.3731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3739"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.374"	361	538	361	748	584	426	175	250	258	223	343	263	260	183	312	124	268	117
"evm.TU.scaffold_4.3743"	188	308	120	298	139	229	99	382	289	217	370	242	359	386	296	201	459	154
"evm.TU.scaffold_4.3745"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.375"	143	191	183	283	177	122	195	116	145	159	123	142	172	173	121	38	93	70
"evm.TU.scaffold_4.3755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3756"	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0
"evm.TU.scaffold_4.3757"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3759"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.376"	116	86	89	186	69	70	102	35	54	59	35	89	108	123	60	40	62	32
"evm.TU.scaffold_4.3761"	0	0	0	0	0	0	3	0	0	0	2	3	0	0	4	0	0	0
"evm.TU.scaffold_4.3762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"evm.TU.scaffold_4.3764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3767"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.377"	68	79	95	99	65	73	53	74	83	69	132	85	181	136	109	107	95	71
"evm.TU.scaffold_4.3771"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3774"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.378"	161	219	191	242	148	169	130	154	188	141	211	113	606	294	250	155	238	238
"evm.TU.scaffold_4.3780"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3781"	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_4.3783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3788"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.379"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3791"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3792"	1	0	0	0	1	3	0	0	0	2	0	3	0	0	0	0	0	0
"evm.TU.scaffold_4.38"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_4.380"	102	123	174	141	122	78	40	108	49	34	98	44	144	142	59	25	47	31
"evm.TU.scaffold_4.3801"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3802"	119	148	102	289	109	156	184	251	239	153	229	185	307	217	154	112	194	123
"evm.TU.scaffold_4.3804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3805"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.381"	145	243	223	237	196	153	42	58	58	25	70	33	76	40	48	6	103	8
"evm.TU.scaffold_4.3812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3816"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.382"	83	214	172	371	205	106	27	66	70	44	65	48	82	95	32	12	37	5
"evm.TU.scaffold_4.3820"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3824"	0	0	0	13	1	0	1	1	4	0	0	0	0	0	3	0	0	0
"evm.TU.scaffold_4.3827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3829"	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
"evm.TU.scaffold_4.383"	37	23	59	62	40	26	97	46	83	77	47	87	77	41	41	9	33	74
"evm.TU.scaffold_4.3831"	6	4	0	8	3	4	9	2	7	14	11	17	2	11	7	2	0	7
"evm.TU.scaffold_4.3836"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3837"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.384"	10	13	46	6	24	7	4	4	6	4	5	3	8	4	3	0	5	1
"evm.TU.scaffold_4.3845"	215	267	143	282	144	223	289	331	409	335	379	290	372	449	366	166	224	118
"evm.TU.scaffold_4.3851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3855"	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3857"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.386"	861	1176	702	1318	1272	1218	431	649	1122	962	1948	708	685	713	1843	1310	2012	1667
"evm.TU.scaffold_4.3867"	57	73	44	105	60	98	67	158	106	95	111	94	101	103	103	96	129	41
"evm.TU.scaffold_4.387"	46	92	76	91	49	35	46	31	16	11	17	22	77	35	41	7	12	2
"evm.TU.scaffold_4.3871"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3872"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3873"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_4.3874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3876"	11	0	0	0	3	3	4	0	3	7	1	0	9	9	0	5	0	14
"evm.TU.scaffold_4.3877"	1	0	0	0	0	0	0	0	0	0	2	12	2	3	0	4	0	0
"evm.TU.scaffold_4.3879"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"evm.TU.scaffold_4.388"	30	62	59	75	34	24	40	24	12	15	17	20	62	37	19	9	18	0
"evm.TU.scaffold_4.3880"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3881"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3883"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3885"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"evm.TU.scaffold_4.3886"	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	5	1
"evm.TU.scaffold_4.3887"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.389"	186	138	160	190	203	147	56	145	118	77	217	95	116	163	201	64	157	49
"evm.TU.scaffold_4.3890"	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	2	0	0
"evm.TU.scaffold_4.3891"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"evm.TU.scaffold_4.3893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3894"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3895"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
"evm.TU.scaffold_4.3896"	5	3	3	6	3	7	16	1	3	4	10	6	2	4	11	8	3	7
"evm.TU.scaffold_4.3899"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.39"	3	0	3	6	0	3	0	1	12	0	0	0	0	0	3	16	8	0
"evm.TU.scaffold_4.390"	43	88	23	47	29	25	21	35	69	31	62	27	117	75	64	63	17	78
"evm.TU.scaffold_4.3901"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3902"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3903"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3905"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3907"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.391"	2717	1634	997	2695	1443	1563	4504	2563	3087	2833	2912	4112	4790	5792	3119	5081	2733	4772
"evm.TU.scaffold_4.392"	116	64	87	90	96	72	239	152	154	135	186	182	361	393	194	181	91	217
"evm.TU.scaffold_4.3921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3924"	0	7	0	3	0	1	0	3	0	0	3	0	2	0	1	0	0	0
"evm.TU.scaffold_4.3926"	6	0	0	4	1	0	0	0	0	3	0	0	5	7	14	13	0	0
"evm.TU.scaffold_4.3928"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"evm.TU.scaffold_4.393"	13912	19143	8926	17555	10825	16087	20575	20585	24454	14652	19488	20548	16422	21204	14884	12636	14251	12132
"evm.TU.scaffold_4.3933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3934"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.394"	2723	2788	1801	2885	2014	2438	3373	2602	3390	2518	2783	3107	3607	4264	3266	4479	3606	5217
"evm.TU.scaffold_4.3945"	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.395"	2988	3056	2197	3389	2370	2700	3616	2893	4120	2963	3307	3595	3898	4828	3529	4673	3859	5464
"evm.TU.scaffold_4.3954"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3958"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.396"	540	414	264	707	328	289	416	316	384	330	365	421	634	583	459	780	467	664
"evm.TU.scaffold_4.3961"	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
"evm.TU.scaffold_4.3962"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3964"	0	5	0	0	0	0	2	0	2	1	2	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.397"	836	1362	891	1499	1019	1043	333	753	513	606	530	406	1330	1145	971	650	1030	730
"evm.TU.scaffold_4.3970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3978"	2	3	0	0	0	1	4	1	1	0	7	1	0	0	0	0	0	0
"evm.TU.scaffold_4.3979"	3	0	2	0	2	0	4	1	0	1	2	8	5	7	4	18	1	15
"evm.TU.scaffold_4.398"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
"evm.TU.scaffold_4.3980"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3981"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3988"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"evm.TU.scaffold_4.399"	0	0	0	0	0	0	3	7	0	9	5	16	0	0	1	0	0	0
"evm.TU.scaffold_4.3990"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3992"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3994"	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.3995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4002"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"evm.TU.scaffold_4.4003"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.401"	171	202	151	234	219	204	134	105	165	147	181	191	106	128	255	204	226	214
"evm.TU.scaffold_4.4010"	26	19	18	7	12	14	30	14	50	23	19	15	8	22	22	9	19	13
"evm.TU.scaffold_4.4011"	71	88	60	156	61	87	71	55	88	34	112	49	97	98	118	80	86	55
"evm.TU.scaffold_4.4014"	5	0	0	0	0	0	3	1	6	0	0	0	7	0	28	0	0	14
"evm.TU.scaffold_4.4018"	6	0	0	0	2	2	7	13	0	10	0	4	4	13	1	0	0	0
"evm.TU.scaffold_4.402"	231	435	229	396	256	236	201	124	296	171	239	181	150	113	118	238	102	55
"evm.TU.scaffold_4.4022"	0	0	0	4	0	0	0	4	0	0	0	1	1	2	2	0	0	0
"evm.TU.scaffold_4.4026"	3	0	3	0	2	0	3	3	3	4	2	1	1	0	0	4	1	34
"evm.TU.scaffold_4.4027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4028"	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0
"evm.TU.scaffold_4.403"	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4033"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
"evm.TU.scaffold_4.4035"	14	21	17	17	9	25	27	7	63	32	28	13	9	15	46	78	29	34
"evm.TU.scaffold_4.4039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.404"	33	35	10	70	28	58	36	50	34	29	45	45	38	93	52	16	19	56
"evm.TU.scaffold_4.4041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4044"	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4045"	2	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0
"evm.TU.scaffold_4.405"	7	20	8	20	24	10	9	11	12	13	13	8	10	16	9	17	8	0
"evm.TU.scaffold_4.4056"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4059"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.406"	466	405	238	715	369	389	626	434	537	361	398	528	905	950	615	679	532	689
"evm.TU.scaffold_4.4061"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.407"	428	630	522	734	490	482	171	353	236	209	621	275	418	334	583	301	671	406
"evm.TU.scaffold_4.4072"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4075"	3	4	0	0	0	0	12	0	19	1	1	0	5	0	1	0	7	9
"evm.TU.scaffold_4.4076"	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_4.408"	521	647	275	954	467	747	652	384	812	596	787	716	456	676	897	1361	1081	1304
"evm.TU.scaffold_4.4082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4085"	1	1	0	0	2	0	0	0	0	0	4	0	1	2	0	4	2	0
"evm.TU.scaffold_4.4086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4087"	0	0	1	0	0	0	0	6	0	0	3	0	1	8	3	0	0	0
"evm.TU.scaffold_4.4088"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4089"	10	10	1	5	0	0	5	10	2	3	0	11	3	12	0	0	0	0
"evm.TU.scaffold_4.4090"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4094"	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0
"evm.TU.scaffold_4.4095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4099"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_4.40a"	4039	2426	911	2359	1070	4305	3609	4471	4193	2009	4584	4094	3811	5368	3639	3350	2751	3575
"evm.TU.scaffold_4.40b"	5845	3899	1138	3212	1763	7270	5633	8168	9254	6365	14050	7712	4898	7172	11794	16219	14201	12775
"evm.TU.scaffold_4.41"	4	0	0	4	5	4	11	0	8	7	7	16	5	13	0	16	0	0
"evm.TU.scaffold_4.410"	623	717	530	953	554	694	382	359	394	387	533	483	529	566	539	682	567	578
"evm.TU.scaffold_4.4104"	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
"evm.TU.scaffold_4.4105"	5	2	16	9	11	3	5	4	2	2	24	5	3	2	1	0	1	0
"evm.TU.scaffold_4.411"	915	1093	800	1914	644	835	850	692	733	315	566	866	1625	1589	736	306	261	500
"evm.TU.scaffold_4.4113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.4114"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
