"wt.1.NC13.opaKD1.23003FL.09.01.25"	"ac.1.NC13.opaKD1.23003FL.09.01.26"	"dsred.2.NC13.opaKD1.23003FL.09.01.27"	"opa.2.NC13.opaKD1.23003FL.09.01.28"	"opa.3.NC13.opaKD1.23003FL.09.01.29"	"opa.4.NC13.opaKD1.23003FL.09.01.30"	"wt.2.NC13.opaKD3.23003FL.09.02.05"	"ac.2.NC13.opaKD3.23003FL.09.02.06"	"dsred.3.NC13.opaKD3.23003FL.09.02.07"	"dsred.4.NC13.opaKD3.23003FL.09.02.08"	"opa.5.NC13.opaKD3.23003FL.09.02.09"	"wt.3.NC13.opaKD4.23003FL.09.02.13"	"ac.3.NC13.opaKD4.23003FL.09.02.14"	"ac.4.NC13.opaKD4.23003FL.09.02.15"	"opa.6.NC13.opaKD4.23003FL.09.02.16"	"opa.7.NC13.opaKD4.23003FL.09.02.17"	"opa.8.NC13.opaKD4.23003FL.09.02.18"	"opa.9.NC13.opaKD4.23003FL.09.02.19"
"evm.TU.scaffold_1.1215"	8	7	2	0	4	1	4	5	2	8	1	9	1	2	5	0	1	1
"evm.TU.scaffold_1.1216"	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1219"	1563	1769	1071	2020	1103	1488	1086	1700	1617	1375	1863	1433	1809	2060	1534	920	1127	816
"evm.TU.scaffold_1.1220"	11	7	0	4	8	0	1	5	0	3	0	1	0	9	0	1	0	4
"evm.TU.scaffold_1.1222"	0	0	0	0	0	3	12	0	2	0	0	3	7	0	4	0	0	0
"evm.TU.scaffold_1.1224"	13	17	39	17	2	12	14	4	4	1	18	15	12	19	6	0	0	2
"evm.TU.scaffold_1.1225"	501	675	528	898	667	589	701	514	780	571	625	761	530	550	633	278	700	514
"evm.TU.scaffold_1.1226"	740	780	566	1235	736	847	782	827	781	892	1098	903	889	898	919	1009	736	904
"evm.TU.scaffold_1.1227"	142	158	236	290	234	178	83	114	133	92	149	111	125	117	131	80	89	61
"evm.TU.scaffold_1.1228"	1168	1503	718	1683	1005	992	2681	871	1971	1572	1422	2419	828	1238	1084	998	1278	1224
"evm.TU.scaffold_1.1229"	196	461	338	307	308	310	75	160	108	112	207	123	245	162	243	108	162	123
"evm.TU.scaffold_1.1230"	6	2	5	1	1	1	0	0	0	1	0	5	1	4	8	1	1	1
"evm.TU.scaffold_1.1231"	316	212	234	344	208	216	114	128	135	106	163	168	573	276	224	143	200	233
"evm.TU.scaffold_1.1232"	111	47	136	123	101	51	115	49	78	88	73	123	159	79	92	126	73	153
"evm.TU.scaffold_1.1233"	261	192	168	265	209	224	573	203	367	382	348	451	281	460	279	480	261	468
"evm.TU.scaffold_1.1234"	1152	1253	1235	1466	1332	1289	634	1163	616	868	1010	768	1247	1048	779	507	566	661
"evm.TU.scaffold_1.1235"	87	154	60	65	73	65	108	54	108	98	86	86	78	55	72	89	67	57
"evm.TU.scaffold_1.1236"	1	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	12	0
"evm.TU.scaffold_1.1237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1238"	146	173	235	326	224	169	430	82	182	105	166	292	209	111	51	20	61	12
"evm.TU.scaffold_1.1241"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1242"	1	3	0	0	1	11	0	0	0	11	0	2	0	0	0	0	0	0
"evm.TU.scaffold_1.1243"	1	1	7	3	2	5	1	1	1	2	1	2	0	0	0	0	0	0
"evm.TU.scaffold_1.1244_evm.TU.scaffold_1.1248"	5	19	0	1	0	0	12	2	0	2	12	2	1	4	27	47	2	0
"evm.TU.scaffold_1.1245"	0	3	0	0	0	0	1	0	0	0	8	0	0	0	15	29	0	0
"evm.TU.scaffold_1.1249"	54	166	80	89	54	48	8	14	7	3	6	5	97	3	4	0	3	2
"evm.TU.scaffold_1.1250"	30	49	77	81	96	57	29	33	54	27	103	63	48	25	49	67	74	19
"evm.TU.scaffold_1.1251"	562	505	426	746	499	618	376	415	475	377	468	397	725	766	509	581	726	871
"evm.TU.scaffold_1.1252"	8819	11603	5209	12398	5674	7341	10957	8630	8961	5437	6656	8926	13817	14996	6275	4420	3678	3868
"evm.TU.scaffold_1.1253"	19	10	22	8	8	10	12	8	2	3	7	5	6	10	7	1	2	2
"evm.TU.scaffold_1.1254"	442	362	136	408	294	320	785	265	626	616	624	601	274	490	547	1768	782	1287
"evm.TU.scaffold_1.1255"	2437	2336	1518	3305	1808	2230	2640	2151	2835	2197	2497	2489	3778	4171	2866	3820	3203	4157
"evm.TU.scaffold_1.1256"	0	0	2	0	1	0	0	1	0	0	3	2	0	0	0	4	0	2
"evm.TU.scaffold_1.1257"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
"evm.TU.scaffold_1.1258"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.126"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_1.1260"	45	34	86	118	36	37	31	25	27	28	6	19	85	65	42	42	15	24
"evm.TU.scaffold_1.1261"	29	38	76	82	26	24	1	8	8	6	18	0	56	12	13	0	10	0
"evm.TU.scaffold_1.1262"	1653	3045	1731	2848	1313	1701	345	1607	835	376	826	490	2164	1727	743	119	304	185
"evm.TU.scaffold_1.1263"	1	0	1	18	2	3	0	6	0	0	0	1	0	0	0	0	0	8
"evm.TU.scaffold_1.1264"	32	24	15	123	6	47	88	28	34	34	45	27	226	172	38	21	19	48
"evm.TU.scaffold_1.1265"	0	1	0	0	0	3	29	7	11	7	3	7	1	9	1	1	0	1
"evm.TU.scaffold_1.1266"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1267"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1269"	276	387	280	396	204	191	307	124	225	151	94	229	274	170	115	172	98	53
"evm.TU.scaffold_1.127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1270"	13	16	6	7	16	2	0	8	11	2	12	0	25	5	2	3	32	6
"evm.TU.scaffold_1.1271"	8	1	4	2	7	7	3	0	2	11	37	0	14	21	8	3	11	9
"evm.TU.scaffold_1.1272"	1068	1812	822	2408	711	954	690	1077	930	679	1083	926	1925	2188	1080	1008	1115	1210
"evm.TU.scaffold_1.1273"	32	29	16	48	30	54	80	46	154	69	120	53	20	47	95	127	84	80
"evm.TU.scaffold_1.1274"	1055	1021	467	851	620	1087	3503	1728	3001	2856	1954	3258	908	1520	1472	2144	1566	1302
"evm.TU.scaffold_1.1275"	1308	1265	1285	1695	1723	1477	1695	1280	1544	1153	1324	1566	1207	1347	934	702	652	541
"evm.TU.scaffold_1.1276"	0	0	1	0	1	0	14	6	0	13	0	1	11	25	0	17	4	0
"evm.TU.scaffold_1.1277"	163	124	153	207	84	132	234	100	145	137	117	148	255	203	100	213	61	113
"evm.TU.scaffold_1.1278"	827	1103	752	1315	879	731	479	626	707	576	611	463	720	858	621	449	539	280
"evm.TU.scaffold_1.1279_evm.TU.scaffold_1.1280"	88	117	125	290	70	99	27	31	38	25	40	54	120	130	62	41	57	68
"evm.TU.scaffold_1.128"	167	138	91	179	123	130	430	167	328	228	178	415	117	136	89	111	70	108
"evm.TU.scaffold_1.1281"	1988	2672	1644	3674	1199	1653	1315	1389	977	572	858	1119	2976	2963	1162	391	538	721
"evm.TU.scaffold_1.1282"	15	16	29	43	60	30	21	17	9	15	52	12	9	28	29	4	22	37
"evm.TU.scaffold_1.1283"	962	1328	861	1500	866	1052	868	1016	874	630	1002	789	2680	2440	1030	428	360	453
"evm.TU.scaffold_1.1284"	4079	4691	2915	7146	2568	3774	3990	4899	4051	3006	3895	4282	13406	13523	5751	4393	3773	6448
"evm.TU.scaffold_1.1285"	2175	2158	1959	2446	1442	2118	2281	1986	1778	1293	1554	1855	3236	3209	1758	1465	1431	1421
"evm.TU.scaffold_1.1286"	84	111	80	178	92	79	88	49	67	51	113	74	61	83	51	29	58	30
"evm.TU.scaffold_1.1287"	413	552	596	661	688	347	141	233	322	184	375	160	246	167	246	108	240	116
"evm.TU.scaffold_1.1288"	105	66	63	140	75	74	87	93	104	80	56	81	159	255	98	100	69	161
"evm.TU.scaffold_1.1289"	625	667	673	1065	479	592	271	409	274	148	334	297	762	591	290	222	197	305
"evm.TU.scaffold_1.129"	49	38	49	57	50	51	92	45	70	49	35	152	77	83	71	101	35	49
"evm.TU.scaffold_1.1290"	41	105	52	109	41	44	10	31	10	12	16	10	122	31	25	24	8	39
"evm.TU.scaffold_1.1291"	161	113	129	196	118	128	204	170	186	127	135	153	324	297	142	202	59	299
"evm.TU.scaffold_1.1292"	45	14	29	49	51	42	126	45	99	81	50	78	99	129	81	66	60	132
"evm.TU.scaffold_1.1293"	1	1	1	2	0	0	10	2	5	5	5	2	2	5	4	5	5	16
"evm.TU.scaffold_1.1294"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0
"evm.TU.scaffold_1.1296"	0	2	0	0	7	1	0	0	4	0	3	5	0	0	0	0	4	5
"evm.TU.scaffold_1.1297"	0	0	0	1	1	0	0	3	0	1	1	0	3	4	5	6	1	0
"evm.TU.scaffold_1.1298"	217	203	113	282	167	166	175	141	252	118	143	154	262	304	257	177	164	249
"evm.TU.scaffold_1.1299"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1301"	36	64	49	50	22	22	1	36	1	5	1	15	61	40	20	0	7	1
"evm.TU.scaffold_1.1302"	654	1429	455	1412	862	1078	469	948	1552	1186	2088	1281	991	1235	2256	1756	2724	2290
"evm.TU.scaffold_1.1303"	257	379	282	609	200	251	608	319	338	301	311	504	499	771	312	241	223	229
"evm.TU.scaffold_1.1304"	52	55	37	88	63	59	124	56	108	92	151	187	48	118	103	113	123	188
"evm.TU.scaffold_1.1305"	216	350	275	286	197	230	350	245	133	223	128	305	271	275	106	78	94	125
"evm.TU.scaffold_1.1306"	562	457	315	639	306	460	302	326	256	206	471	279	961	590	622	453	517	639
"evm.TU.scaffold_1.1307"	1113	1832	1044	2296	1006	1258	1012	841	953	529	839	1013	1166	1103	632	373	513	393
"evm.TU.scaffold_1.1308"	28	33	52	64	62	49	77	62	78	85	51	81	78	88	53	42	26	16
"evm.TU.scaffold_1.1309"	0	6	0	0	4	2	5	2	0	3	4	7	0	3	1	0	12	0
"evm.TU.scaffold_1.131"	3	1	1	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0
"evm.TU.scaffold_1.1310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1312"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1313"	70	45	28	50	38	42	165	54	146	88	107	126	66	42	69	40	63	89
"evm.TU.scaffold_1.1314"	23	23	15	33	58	14	31	58	24	35	54	46	82	84	46	56	53	41
"evm.TU.scaffold_1.1316"	9	3	0	1	6	3	17	11	18	8	20	21	8	17	14	13	36	18
"evm.TU.scaffold_1.1317"	0	16	11	0	6	9	19	40	7	39	40	30	12	12	16	0	14	6
"evm.TU.scaffold_1.1319"	0	2	0	0	7	1	0	3	0	1	1	0	3	7	9	0	0	0
"evm.TU.scaffold_1.132"	61	92	86	111	108	90	19	33	30	18	43	23	46	25	38	12	27	27
"evm.TU.scaffold_1.1320"	1739	2166	1714	2688	1808	1798	2657	1670	2774	2632	2323	2937	1401	1626	2046	1659	2495	1175
"evm.TU.scaffold_1.1321"	91	59	42	73	77	65	40	64	93	33	75	34	80	18	77	40	47	22
"evm.TU.scaffold_1.1322"	85	149	165	187	95	134	37	78	45	48	42	56	130	123	58	32	36	43
"evm.TU.scaffold_1.1323"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1324"	9	14	9	0	6	10	1	3	0	11	2	0	7	1	1	9	9	0
"evm.TU.scaffold_1.1325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1326"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1327"	31	31	14	40	69	45	9	16	8	16	44	23	14	20	8	0	5	13
"evm.TU.scaffold_1.1328"	45	63	19	30	18	32	27	19	61	18	58	26	28	58	50	19	30	10
"evm.TU.scaffold_1.1329"	356	512	457	795	880	449	35	171	271	185	309	92	218	170	296	141	307	114
"evm.TU.scaffold_1.133"	28	29	47	68	19	25	38	15	30	16	21	20	0	51	28	5	12	4
"evm.TU.scaffold_1.1330"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1331"	1017	1243	1071	1903	1843	1136	78	439	501	283	714	378	500	386	741	395	755	567
"evm.TU.scaffold_1.1332"	373	479	368	516	599	411	108	286	312	220	527	232	342	343	378	376	305	351
"evm.TU.scaffold_1.1334"	6	0	0	0	1	4	0	0	0	0	9	0	8	0	0	0	0	0
"evm.TU.scaffold_1.1335"	9	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
"evm.TU.scaffold_1.1336"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1337"	1022	1290	834	1632	1295	1196	221	691	896	510	793	470	828	918	1274	745	953	918
"evm.TU.scaffold_1.1338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1339"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.134"	965	1619	1295	1804	1041	1092	467	841	478	270	531	650	1741	1001	596	122	420	272
"evm.TU.scaffold_1.1340"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1342"	1823	2180	1440	3395	1094	1709	1380	1784	1164	822	1239	1434	4698	4366	1846	1041	990	1170
"evm.TU.scaffold_1.1345"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
"evm.TU.scaffold_1.1347"	14	20	14	45	35	2	15	8	0	2	9	3	15	15	0	0	0	0
"evm.TU.scaffold_1.1348"	24	8	21	24	32	0	5	0	0	3	4	5	7	26	0	0	0	0
"evm.TU.scaffold_1.135"	234	361	140	494	205	250	50	167	70	60	167	97	492	297	206	238	288	414
"evm.TU.scaffold_1.1351"	24765	27679	22143	34446	24601	21268	44758	44957	49621	39298	47320	56371	36877	49044	30506	20799	26018	18983
"evm.TU.scaffold_1.1352"	421	210	323	393	292	184	190	205	168	112	216	123	352	346	235	293	137	267
"evm.TU.scaffold_1.1353"	782	738	716	968	662	824	1625	999	1743	1550	1540	2098	888	1431	1221	1142	1203	628
"evm.TU.scaffold_1.1354"	272	235	189	386	207	232	299	254	280	222	302	334	614	469	339	297	241	281
"evm.TU.scaffold_1.1355"	1669	2101	2090	2306	1827	1733	164	1326	509	401	584	426	2019	1452	1171	296	861	331
"evm.TU.scaffold_1.1356"	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0
"evm.TU.scaffold_1.1357"	11	0	4	2	6	19	5	2	0	5	23	4	12	0	0	1	50	34
"evm.TU.scaffold_1.1358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1359"	944	970	610	974	933	896	504	488	572	555	816	562	742	582	842	579	741	760
"evm.TU.scaffold_1.136"	254	409	233	600	274	292	57	203	124	80	166	105	576	296	255	162	288	296
"evm.TU.scaffold_1.1360"	170	209	179	302	169	148	28	145	79	55	167	88	278	227	114	146	159	143
"evm.TU.scaffold_1.1361"	1088	1022	801	1459	981	1102	742	903	585	854	890	852	1908	1518	1055	936	968	1246
"evm.TU.scaffold_1.1362"	28	17	7	43	17	17	17	7	22	34	40	15	28	25	44	66	58	85
"evm.TU.scaffold_1.1363"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1364"	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1365"	555	486	384	717	420	468	295	368	309	215	371	377	653	603	380	343	329	240
"evm.TU.scaffold_1.1366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1367"	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0
"evm.TU.scaffold_1.1368"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1369"	246	323	389	387	307	264	321	123	286	174	178	221	224	151	168	163	73	78
"evm.TU.scaffold_1.137"	5494	4684	4214	7056	2878	4608	5032	4391	3489	2779	3174	4491	6374	10929	4254	5180	3312	4991
"evm.TU.scaffold_1.1370"	12	10	44	29	18	14	8	23	9	14	16	8	32	21	21	6	5	23
"evm.TU.scaffold_1.1371"	324	291	317	390	207	295	807	280	567	372	281	589	193	431	213	299	149	323
"evm.TU.scaffold_1.1372"	9	0	0	5	1	0	8	1	0	1	5	0	0	0	2	0	0	0
"evm.TU.scaffold_1.1373"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1374"	129	183	181	246	118	130	44	57	66	53	53	26	242	128	150	24	53	153
"evm.TU.scaffold_1.1375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1376"	14	16	10	32	2	16	6	0	3	0	15	14	10	25	5	1	1	0
"evm.TU.scaffold_1.1377"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1378"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1379"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.138"	0	0	4	10	4	2	2	1	4	0	0	6	13	3	4	11	0	1
"evm.TU.scaffold_1.1380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
"evm.TU.scaffold_1.1381"	314	405	261	428	267	282	553	273	321	356	256	539	180	299	251	149	155	149
"evm.TU.scaffold_1.1383"	1457	1930	1417	2542	801	1131	915	1164	921	423	687	956	1758	2139	683	192	230	296
"evm.TU.scaffold_1.1384"	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1385"	148	138	138	167	161	111	100	81	123	101	90	113	220	194	108	133	149	127
"evm.TU.scaffold_1.1386"	696	670	439	950	633	656	1801	1203	1891	1812	1830	2116	728	1289	1232	1279	1171	1216
"evm.TU.scaffold_1.1387"	289	345	285	489	432	263	214	231	230	250	346	183	313	218	320	152	323	136
"evm.TU.scaffold_1.1388"	335	300	389	578	191	276	52	154	104	62	137	68	616	402	211	8	56	22
"evm.TU.scaffold_1.1389"	5	5	2	6	6	3	9	4	9	0	3	4	6	10	3	0	3	19
"evm.TU.scaffold_1.139"	261	300	246	426	330	271	82	199	155	90	135	117	724	525	323	252	219	293
"evm.TU.scaffold_1.1390"	24	33	32	63	38	58	31	19	38	38	17	49	43	32	27	31	27	24
"evm.TU.scaffold_1.1392"	101	250	195	210	101	69	76	90	67	74	40	71	479	265	112	9	50	86
"evm.TU.scaffold_1.1393"	114	81	68	212	129	65	89	42	73	82	169	94	48	46	77	195	109	218
"evm.TU.scaffold_1.1394"	721	540	195	578	290	374	1334	685	873	836	746	1193	1320	1414	831	2236	977	1928
"evm.TU.scaffold_1.1395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1396"	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
"evm.TU.scaffold_1.1397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1398"	243	327	245	437	216	268	217	304	121	113	175	149	1100	607	339	163	298	371
"evm.TU.scaffold_1.1399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.14"	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2
"evm.TU.scaffold_1.140"	46	26	13	69	50	37	66	24	42	44	25	61	43	118	24	20	18	107
"evm.TU.scaffold_1.1400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1401"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1403"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1405"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1406"	385	309	318	370	333	276	307	289	287	236	317	227	892	676	361	471	479	658
"evm.TU.scaffold_1.1407"	154	175	114	302	201	160	160	76	100	157	185	102	108	97	125	186	159	201
"evm.TU.scaffold_1.1408"	461	529	291	735	456	517	1304	440	996	984	802	1107	332	393	504	489	356	374
"evm.TU.scaffold_1.1409"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.141"	610	915	642	1207	624	572	180	582	306	296	429	218	1820	1034	611	257	392	412
"evm.TU.scaffold_1.1410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
"evm.TU.scaffold_1.1411"	1	0	0	0	1	0	0	0	5	0	4	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1412"	361	325	322	829	299	296	420	253	393	199	172	365	397	333	150	133	112	243
"evm.TU.scaffold_1.1413"	903	1442	569	1738	854	1086	1898	871	2345	1622	2453	2130	614	757	1304	2143	1471	1613
"evm.TU.scaffold_1.1414"	0	0	0	17	1	0	7	0	0	1	0	8	0	1	0	0	0	0
"evm.TU.scaffold_1.1415"	228	236	183	360	251	223	80	151	120	108	215	160	295	167	305	242	467	780
"evm.TU.scaffold_1.1416"	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0
"evm.TU.scaffold_1.1417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1418"	716	550	387	810	666	650	1178	514	825	997	807	894	815	790	895	1436	801	1458
"evm.TU.scaffold_1.1419"	3240	4432	2993	5247	2048	2577	1016	2000	1134	646	1115	1031	4207	3543	1529	410	720	689
"evm.TU.scaffold_1.142"	305	409	214	393	319	300	409	238	583	455	416	435	354	334	404	508	381	471
"evm.TU.scaffold_1.1420"	8686	10459	4908	11203	9366	10603	11278	12552	17960	13390	16641	13639	8168	11603	15180	20914	18024	23137
"evm.TU.scaffold_1.1421"	20	20	18	21	21	9	9	18	13	16	22	14	65	45	22	0	8	50
"evm.TU.scaffold_1.1422"	1296	1426	1058	1621	950	1152	438	1236	435	463	647	506	3457	2605	1365	543	749	878
"evm.TU.scaffold_1.1423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1424"	950	903	645	1290	801	683	825	632	750	606	644	673	985	896	737	542	474	427
"evm.TU.scaffold_1.1425"	301	230	210	310	256	165	295	196	254	171	246	249	227	218	267	231	245	117
"evm.TU.scaffold_1.1426"	102	70	78	151	81	111	156	105	216	183	164	168	167	219	162	117	123	156
"evm.TU.scaffold_1.1427"	54	43	28	58	15	42	37	34	35	47	27	37	99	104	42	37	10	49
"evm.TU.scaffold_1.1428"	72	127	47	111	70	105	68	53	60	46	52	60	76	80	87	88	115	79
"evm.TU.scaffold_1.1429"	2675	3431	2301	4527	2308	3114	2935	2709	3303	2090	2891	3527	3546	4095	2459	1493	1649	1655
"evm.TU.scaffold_1.143"	10	12	9	0	7	2	5	5	7	8	5	14	20	24	9	14	8	0
"evm.TU.scaffold_1.1430"	630	508	399	889	535	487	829	699	499	545	689	837	1213	1192	969	1461	942	1265
"evm.TU.scaffold_1.1431"	16	18	15	18	14	26	46	50	22	20	22	22	62	76	39	43	12	12
"evm.TU.scaffold_1.1432"	4756	6483	5004	6348	3123	3667	10572	11655	7284	6104	6392	8844	9022	13611	4337	3755	2835	2447
"evm.TU.scaffold_1.1433"	1016	1300	1141	1406	1373	1115	2756	3074	3652	3268	4223	4711	2149	3884	3654	3772	2643	3451
"evm.TU.scaffold_1.1434"	0	0	4	0	0	0	0	0	0	4	0	5	0	7	0	0	0	2
"evm.TU.scaffold_1.1435"	3186	4164	2456	4566	2818	3342	10089	8538	10778	10289	12571	12513	4692	8097	9376	11337	7038	8419
"evm.TU.scaffold_1.1436"	5203	5697	4800	6467	3760	4591	1174	4180	2561	1511	2428	1820	6252	5409	2327	1113	1426	1005
"evm.TU.scaffold_1.1437"	93	168	70	168	57	95	97	54	134	66	89	120	181	150	98	88	115	21
"evm.TU.scaffold_1.1438"	270	380	229	405	296	430	595	440	648	628	614	742	320	531	553	846	683	609
"evm.TU.scaffold_1.1439"	1455	1372	1073	1542	1043	1041	1632	1341	1260	889	1064	1546	1304	1647	800	405	641	421
"evm.TU.scaffold_1.1440"	133	166	96	112	42	138	111	156	182	163	306	162	70	103	81	157	60	110
"evm.TU.scaffold_1.1441"	417	570	428	544	486	405	369	315	272	310	365	318	474	446	367	232	287	352
"evm.TU.scaffold_1.1442"	522	508	381	763	524	499	577	429	563	577	614	628	621	631	685	730	778	1043
"evm.TU.scaffold_1.1443"	415	523	448	678	564	470	1030	513	971	708	773	1179	349	584	465	576	632	648
"evm.TU.scaffold_1.1444"	4077	4357	3025	5194	3211	4288	6982	6058	7360	5160	5782	6912	5145	6750	4399	2768	3432	2786
"evm.TU.scaffold_1.1445"	4101	4224	3111	5332	3351	4487	7048	6142	7252	5183	5599	7164	5043	6594	4411	2817	3433	2891
"evm.TU.scaffold_1.1446"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
"evm.TU.scaffold_1.1447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1448"	1	0	2	16	9	4	6	16	26	16	10	4	0	6	0	0	0	14
"evm.TU.scaffold_1.1449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
"evm.TU.scaffold_1.145"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1450"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1454"	267	204	221	335	287	280	140	253	193	162	289	199	251	202	222	174	286	185
"evm.TU.scaffold_1.1455"	260	376	300	482	222	242	207	207	119	133	113	156	562	476	173	28	108	144
"evm.TU.scaffold_1.1456"	8445	7239	5206	10040	6833	7531	5521	7185	6804	5818	8449	7188	10435	10025	10350	11777	12651	14606
