"wt.1.NC12.opaKD2.23003FL.06.01.18"	"ac.1.NC12.opaKD2.23003FL.06.01.19"	"dsred.1.NC12.opaKD2.23003FL.06.01.20"	"opa.1.NC12.opaKD2.23003FL.06.01.21"	"wt.2.NC12.opaKD5.23003FL.06.01.35"	"ac.2.NC12.opaKD5.23003FL.06.01.36"	"dsred.2.NC12.opaKD5.23003FL.06.01.37"	"dsred.3.NC12.opaKD5.23003FL.06.01.38"	"opa.3.NC12.opaKD5.23003FL.06.01.40"	"opa.5.NC12.opaKD5.23003FL.06.01.42"	"ac.3.NC12.opaKD6.23003FL.06.01.44"	"ac.4.NC12.opaKD6.23003FL.06.01.45"	"opa.6.NC12.opaKD6.23003FL.06.01.46"	"opa.7.NC12.opaKD6.23003FL.06.01.47"	"opa.8.NC12.opaKD6.23003FL.06.01.48"
"scaffold_4:26138123-26138301"	31	20	14	32	9	13	14	27	22	10	19	21	16	40	26
"scaffold_4:26147864-26147949"	16	18	6	9	8	6	27	37	22	14	12	21	27	20	41
"scaffold_4:26149688-26149894"	25	15	4	34	13	17	21	43	21	13	17	15	17	18	22
"scaffold_4:26157204-26157311"	19	10	1	4	6	3	29	32	12	1	16	6	10	9	10
"scaffold_4:26162471-26162627"	17	12	11	23	11	30	15	17	29	26	40	35	16	10	11
"scaffold_4:26174127-26174234"	16	7	4	13	10	4	11	9	7	9	3	1	4	5	3
"scaffold_4:26186950-26187051"	17	6	10	14	8	9	14	21	13	1	6	7	17	13	18
"scaffold_4:26192180-26192354"	7	4	3	9	2	6	10	11	5	7	6	3	2	5	9
"scaffold_4:26192458-26192584"	10	1	6	13	10	4	10	18	6	6	10	2	4	0	9
"scaffold_4:26194306-26194393"	27	8	3	16	4	7	25	21	10	5	21	5	19	15	31
"scaffold_4:26194488-26194622"	35	19	11	26	15	8	37	31	28	9	15	19	31	29	29
"scaffold_4:26198239-26198428"	19	7	12	18	16	11	25	21	18	11	20	11	14	14	22
"scaffold_4:26199114-26199204"	24	22	6	18	17	14	36	36	29	5	14	23	46	31	36
"scaffold_4:26199563-26199837"	50	20	8	37	24	18	48	57	46	23	50	43	44	70	44
"scaffold_4:26224166-26224425"	39	12	9	22	13	6	35	37	15	4	22	14	31	39	44
"scaffold_4:26225790-26225982"	54	23	7	47	21	7	45	52	53	8	8	10	35	50	61
"scaffold_4:26229371-26229674"	70	43	5	25	31	34	68	37	40	9	37	24	80	93	86
"scaffold_4:26231344-26231629"	61	40	23	43	36	31	61	57	67	34	67	53	72	77	67
"scaffold_4:26236522-26236638"	24	11	3	12	8	1	15	15	15	4	15	5	13	11	20
"scaffold_4:26238947-26239166"	39	30	8	28	16	16	60	50	44	16	22	33	56	42	65
"scaffold_4:26240346-26240550"	60	25	7	27	19	19	42	44	35	14	21	10	55	19	40
"scaffold_4:26256715-26256876"	28	8	5	11	3	10	21	13	13	4	7	21	24	21	17
"scaffold_4:26263083-26263271"	29	19	17	26	17	13	36	63	12	9	31	13	33	15	29
"scaffold_4:26267471-26267557"	11	9	2	19	8	8	13	20	15	1	17	15	8	16	14
"scaffold_4:26278693-26278773"	9	1	3	12	9	19	11	4	13	7	26	44	13	16	13
"scaffold_4:26280359-26280471"	9	12	6	9	7	4	14	13	12	9	12	16	21	10	15
"scaffold_4:26283797-26283891"	19	10	3	15	5	1	12	15	7	4	12	6	6	3	25
"scaffold_4:26290835-26291137"	46	32	12	23	37	14	32	42	39	14	21	27	59	46	60
"scaffold_4:26298102-26298187"	21	14	6	30	9	5	22	21	19	12	16	7	20	26	30
"scaffold_4:26299157-26299267"	52	13	6	21	20	8	48	39	34	5	13	17	30	40	39
"scaffold_4:26299560-26299718"	62	33	10	35	29	22	87	78	88	31	34	31	90	106	88
"scaffold_4:26307177-26307258"	19	9	0	6	6	2	18	16	6	3	6	7	11	17	10
"scaffold_4:26310059-26310337"	58	38	6	40	14	16	70	64	52	17	28	24	56	63	64
"scaffold_4:26325094-26325299"	40	37	8	27	27	13	37	48	47	15	34	18	47	21	57
"scaffold_4:26325973-26326148"	27	24	11	25	12	9	19	26	23	7	15	18	33	28	32
"scaffold_4:26332770-26332969"	77	45	11	59	37	29	48	43	46	28	26	60	106	126	68
"scaffold_4:26333058-26333249"	82	56	17	79	38	33	97	78	92	69	50	69	123	134	98
"scaffold_4:26333420-26333554"	34	12	10	25	13	11	23	30	27	7	23	17	44	37	33
"scaffold_4:26342004-26342089"	19	7	10	14	5	8	12	20	14	2	16	4	32	17	19
"scaffold_4:26344477-26344634"	63	16	15	43	26	16	55	41	34	6	22	21	48	35	52
"scaffold_4:26345368-26345484"	27	10	7	19	19	18	19	17	20	4	20	12	21	26	31
"scaffold_4:26354177-26354453"	418	223	55	306	208	149	412	299	443	307	184	243	488	442	316
"scaffold_4:26355168-26355244"	34	9	2	12	11	4	18	22	23	5	5	3	20	10	17
"scaffold_4:26355620-26355913"	214	72	15	92	107	35	199	135	182	72	49	67	173	133	172
"scaffold_4:26360536-26360723"	37	28	6	36	24	16	40	33	27	12	16	25	40	30	67
"scaffold_4:26362398-26362568"	28	17	4	18	18	10	26	21	20	5	13	8	20	35	20
"scaffold_4:26364646-26364775"	40	8	4	3	11	9	11	19	36	7	13	6	24	5	32
"scaffold_4:26370144-26370253"	48	20	9	28	33	8	39	47	25	3	12	6	39	30	22
"scaffold_4:26371704-26371820"	37	33	5	36	13	9	48	29	29	7	17	17	48	32	46
"scaffold_4:26372330-26372888"	137	39	8	53	60	26	88	108	84	23	41	38	69	73	118
"scaffold_4:26373508-26373596"	41	9	2	18	12	6	40	59	25	1	18	18	25	21	26
"scaffold_4:26376960-26377095"	86	48	11	44	38	14	72	59	75	16	22	47	117	82	113
"scaffold_4:26377497-26377686"	115	42	13	63	46	20	116	85	90	17	40	38	100	67	116
"scaffold_4:26377862-26377984"	94	39	9	72	32	16	70	33	55	16	32	19	84	62	76
"scaffold_4:26387039-26387141"	15	9	3	13	11	4	21	30	15	3	8	3	15	13	16
"scaffold_4:26388937-26389209"	43	20	5	27	16	19	44	30	16	8	13	10	25	15	48
"scaffold_4:26395614-26395722"	27	4	6	7	5	3	13	17	10	3	2	6	24	23	15
"scaffold_4:26401052-26401140"	16	8	1	7	4	0	6	4	9	3	9	12	12	11	19
"scaffold_4:26412601-26412725"	33	22	4	18	4	9	28	18	26	13	7	16	32	19	45
"scaffold_4:26412951-26413067"	43	30	10	21	33	11	50	40	38	13	34	46	43	34	41
"scaffold_4:26419403-26419620"	57	39	9	29	27	12	91	82	53	9	27	17	66	76	58
"scaffold_4:26426346-26426543"	22	17	3	18	11	15	34	70	45	10	10	10	39	33	29
"scaffold_4:26430903-26430977"	19	8	4	23	8	11	31	56	17	5	19	19	22	15	22
"scaffold_4:26445629-26445737"	5	7	5	9	12	5	14	18	7	6	8	6	17	6	15
"scaffold_4:26465575-26465712"	25	7	4	8	8	7	33	44	24	2	5	2	19	24	26
"scaffold_4:26466604-26466683"	10	6	5	10	4	3	10	17	12	8	7	10	15	28	21
"scaffold_4:26490711-26490879"	18	15	5	18	11	2	23	48	23	7	8	13	18	18	39
"scaffold_4:26497129-26497224"	23	9	6	14	3	7	31	16	26	8	14	21	14	11	27
"scaffold_4:26501891-26502297"	38	21	3	27	26	12	65	55	64	22	17	13	46	34	49
"scaffold_4:26507376-26507507"	24	16	19	7	18	13	37	53	31	9	11	15	13	16	38
"scaffold_4:26536960-26537060"	18	20	2	18	2	5	14	14	14	5	16	8	17	5	13
"scaffold_4:26583395-26583490"	13	4	3	11	5	1	22	14	15	6	10	7	20	6	22
"scaffold_4:26583688-26583775"	12	9	5	12	6	5	8	38	7	2	12	8	12	7	11
"scaffold_4:26583892-26583993"	19	4	3	12	6	1	18	15	7	1	10	0	10	10	5
"scaffold_4:26589325-26589465"	43	13	12	14	17	10	28	61	11	13	11	15	16	24	28
"scaffold_4:26601127-26601249"	22	23	1	24	9	3	45	11	16	11	6	17	48	29	16
"scaffold_4:26609463-26609635"	89	36	13	51	32	37	73	57	102	66	57	46	109	157	49
"scaffold_4:26610625-26610708"	11	6	5	12	6	3	9	10	16	2	5	2	11	11	13
"scaffold_4:26614797-26614891"	44	17	10	31	9	28	34	27	59	34	30	49	54	45	30
"scaffold_4:26616134-26616253"	61	26	2	18	38	10	36	75	23	7	12	7	33	23	49
"scaffold_4:26629309-26629465"	57	16	9	27	21	15	32	28	31	12	26	27	42	49	48
"scaffold_4:26629602-26629758"	154	66	6	66	69	10	101	124	86	42	52	44	137	144	121
"scaffold_4:26631994-26632098"	27	13	4	25	7	6	32	20	36	15	11	13	21	36	19
"scaffold_4:26649831-26649956"	40	24	3	19	11	10	31	23	18	21	12	15	43	34	14
"scaffold_4:26653650-26653959"	79	76	34	67	31	46	95	58	121	63	71	90	141	159	101
"scaffold_4:26660891-26661160"	61	11	9	25	36	16	36	49	27	12	26	20	24	30	46
"scaffold_4:26666172-26666256"	30	11	0	30	11	5	22	34	11	2	18	2	18	18	27
"scaffold_4:26666387-26666474"	14	4	4	15	15	4	11	24	25	6	6	12	21	11	11
"scaffold_4:26681831-26682016"	64	23	3	17	24	6	52	63	30	8	9	7	36	38	43
"scaffold_4:26683333-26683418"	32	15	1	15	16	5	24	20	17	4	9	10	37	24	25
"scaffold_4:26691190-26691403"	57	28	5	31	14	12	24	46	33	7	14	14	27	29	38
"scaffold_4:26692070-26692162"	32	14	7	11	19	15	25	20	15	0	12	11	31	34	54
"scaffold_4:26698422-26698573"	81	21	8	33	47	18	51	58	50	5	34	15	92	59	70
"scaffold_4:26698710-26699051"	115	32	15	39	34	18	58	51	57	20	18	17	62	50	71
"scaffold_4:26699301-26699444"	73	28	12	29	25	13	60	42	65	17	29	17	80	61	58
"scaffold_4:26699815-26700099"	172	135	72	97	87	237	181	170	315	258	259	350	278	261	225
"scaffold_4:26704439-26704513"	27	4	3	16	8	3	12	49	7	0	12	7	15	9	6
"scaffold_4:26714978-26715210"	87	36	8	52	60	31	77	67	54	18	59	50	77	94	71
"scaffold_4:26715398-26715619"	146	66	32	113	55	69	88	114	119	124	114	123	204	216	141
"scaffold_4:26726457-26726548"	28	16	5	15	13	17	20	29	31	29	32	48	32	47	33
"scaffold_4:26727902-26728029"	36	21	6	16	8	9	19	42	26	15	26	26	34	30	29
"scaffold_4:26742891-26742997"	25	7	2	10	14	5	12	7	7	0	15	18	10	7	17
"scaffold_4:26758029-26758197"	17	5	2	6	11	9	32	14	13	5	16	4	6	9	20
"scaffold_4:26850298-26850405"	8	7	12	24	11	6	27	23	13	2	18	7	14	7	24
"scaffold_4:26906889-26906973"	5	4	1	8	11	3	7	9	13	6	8	2	12	4	6
"scaffold_4:26986122-26986218"	17	12	9	11	8	7	11	15	9	5	14	13	13	14	10
"scaffold_4:26993183-26993339"	54	29	18	33	23	37	70	50	80	49	56	52	72	59	41
"scaffold_4:27006249-27006327"	9	5	9	14	4	4	11	14	4	5	10	14	21	6	14
"scaffold_4:27009645-27009725"	21	6	18	15	6	11	20	12	5	2	12	8	14	11	22
"scaffold_4:27029270-27029508"	45	47	6	42	15	10	59	50	69	19	17	26	49	45	44
"scaffold_4:27039529-27039851"	23	27	6	17	12	17	41	33	29	10	23	21	24	20	29
"scaffold_4:27050316-27050391"	23	11	3	20	1	3	18	21	11	1	7	9	13	9	15
"scaffold_4:27052461-27052545"	13	9	3	6	5	4	15	12	11	7	6	6	16	21	6
"scaffold_4:27060815-27060944"	30	5	5	3	3	7	16	39	13	2	2	1	17	15	9
"scaffold_4:27064698-27064869"	44	19	6	14	6	8	41	84	34	9	22	7	35	29	41
"scaffold_4:27082207-27082533"	154	53	30	66	44	36	149	150	99	35	36	35	171	169	173
"scaffold_4:27084821-27084915"	37	14	6	27	15	3	11	32	19	7	10	8	31	19	22
"scaffold_4:27087676-27087810"	38	24	1	29	15	31	38	43	53	37	36	44	65	56	33
"scaffold_4:27091214-27091309"	35	15	6	19	14	6	18	18	21	10	7	11	17	23	18
"scaffold_4:27101569-27101650"	18	5	3	11	10	0	20	21	9	6	7	6	3	10	10
"scaffold_4:27112691-27112873"	123	66	22	61	38	65	110	73	120	101	83	124	143	132	131
"scaffold_4:27119377-27119485"	19	22	2	11	10	10	23	21	39	13	21	33	39	32	35
"scaffold_4:27122112-27122280"	104	59	14	42	36	20	83	99	89	7	19	39	110	96	99
"scaffold_4:27128472-27128549"	23	19	0	13	4	2	24	15	31	4	13	11	23	19	30
"scaffold_4:27135811-27135986"	71	59	8	38	26	27	89	120	67	28	52	25	90	68	110
"scaffold_4:27184119-27184269"	31	18	6	30	15	20	25	43	28	9	21	24	21	12	44
"scaffold_4:27220991-27221091"	13	6	1	9	15	8	21	24	15	4	8	6	18	13	10
"scaffold_4:27224562-27224737"	103	28	11	31	36	18	68	107	43	23	30	21	77	44	81
"scaffold_4:27225849-27226106"	79	31	13	19	21	7	43	84	53	11	34	33	58	49	59
"scaffold_4:27231877-27231996"	22	13	1	6	7	5	13	24	26	10	7	6	23	9	20
"scaffold_4:27235947-27236021"	17	14	11	20	11	38	8	24	34	26	41	50	27	26	27
"scaffold_4:27236204-27236320"	33	14	13	18	18	18	27	25	37	36	25	19	40	39	31
"scaffold_4:27246161-27246342"	77	31	11	26	53	14	54	74	48	20	25	17	44	46	57
"scaffold_4:27248692-27249004"	338	171	59	193	151	206	319	225	368	296	210	199	347	368	229
"scaffold_4:27262770-27262915"	29	10	10	13	17	2	20	12	9	1	13	5	27	18	19
"scaffold_4:27280803-27280882"	27	7	7	13	12	4	10	17	6	3	24	7	13	6	21
"scaffold_4:27287581-27287662"	21	8	3	11	4	3	12	18	10	9	7	11	19	11	10
"scaffold_4:27295191-27295270"	39	11	4	27	17	12	20	16	24	13	12	7	23	42	17
"scaffold_4:27295431-27295618"	53	18	10	48	29	45	55	42	57	59	40	38	73	72	31
"scaffold_4:27315813-27315888"	44	20	6	33	34	10	24	22	20	16	28	9	21	27	30
"scaffold_4:27316941-27317020"	49	12	5	28	13	4	23	39	19	6	19	14	48	31	48
"scaffold_4:27317309-27317403"	33	31	6	14	10	23	42	36	36	17	23	50	57	41	36
"scaffold_4:27318265-27318427"	53	15	7	21	8	0	28	34	23	6	7	9	51	57	45
"scaffold_4:27320330-27320436"	46	10	2	11	11	3	15	39	14	9	5	3	27	16	25
"scaffold_4:27344447-27344597"	33	20	3	22	12	5	23	37	32	1	10	11	33	18	44
"scaffold_4:27355084-27355210"	50	16	6	19	16	21	37	51	23	14	18	18	39	39	69
"scaffold_4:27360538-27360719"	42	15	4	14	17	5	37	77	28	3	5	1	20	15	42
"scaffold_4:27373591-27373770"	73	37	7	27	21	21	67	72	12	16	48	31	22	27	20
"scaffold_4:27376205-27376379"	48	22	9	31	11	12	80	76	30	2	22	22	37	27	62
"scaffold_4:27394001-27394142"	14	7	5	13	5	8	15	19	11	9	19	20	21	15	12
"scaffold_4:27404282-27404385"	30	5	9	8	8	6	16	26	10	7	8	10	10	14	18
"scaffold_4:27419695-27420064"	51	20	7	39	14	5	49	44	27	6	29	12	47	25	31
"scaffold_4:27443803-27443902"	20	8	7	19	3	14	12	15	19	8	12	7	14	10	11
"scaffold_4:27450989-27451096"	22	23	3	23	9	13	27	28	34	13	12	17	19	40	18
"scaffold_4:27455619-27455744"	28	20	3	25	25	16	35	29	61	24	31	34	51	55	41
"scaffold_4:27456414-27456648"	59	35	6	53	40	13	47	46	45	29	33	24	63	71	42
"scaffold_4:27457478-27457669"	58	22	10	53	34	27	54	46	39	32	40	31	54	81	40
"scaffold_4:27463232-27463422"	103	60	24	50	42	53	74	59	111	83	68	82	124	152	89
"scaffold_4:27463683-27463815"	49	16	4	22	21	10	22	28	23	14	26	15	24	37	28
"scaffold_4:27477816-27477962"	43	33	7	50	16	15	57	44	45	16	13	12	41	51	21
"scaffold_4:27485884-27485968"	33	7	2	11	13	10	7	10	9	2	15	4	15	8	7
"scaffold_4:27502332-27502497"	42	15	10	29	25	5	20	10	10	8	14	7	14	13	14
"scaffold_4:27514049-27514140"	23	8	6	9	20	4	4	10	15	2	10	4	27	15	18
"scaffold_4:27514861-27515002"	60	13	10	27	24	6	30	35	17	15	16	6	31	34	31
"scaffold_4:27519228-27519413"	27	26	7	37	18	11	26	27	31	12	18	8	23	28	37
"scaffold_4:27524454-27524782"	173	39	11	83	71	21	99	120	85	24	36	25	127	104	109
"scaffold_4:27525319-27525672"	354	167	35	173	103	94	245	210	257	121	141	112	281	426	266
"scaffold_4:27526114-27526195"	38	9	2	9	32	2	5	18	12	2	6	5	24	29	16
"scaffold_4:27526540-27526683"	40	13	8	14	16	10	24	69	14	6	15	9	28	29	32
"scaffold_4:27534044-27534560"	158	40	16	77	48	22	91	164	58	23	54	63	126	82	129
"scaffold_4:27534786-27534914"	49	13	9	31	18	8	10	42	16	12	14	16	27	20	29
"scaffold_4:27549005-27549097"	20	9	3	10	7	4	16	21	4	0	10	6	7	14	17
"scaffold_4:27551963-27552116"	50	7	8	18	7	12	36	37	12	4	14	10	33	27	38
"scaffold_4:27554344-27554970"	711	246	69	273	386	218	607	543	536	328	289	198	711	838	473
"scaffold_4:27563196-27563362"	117	34	12	48	92	11	38	89	44	11	42	23	57	58	51
"scaffold_4:27563842-27564118"	212	99	34	86	78	106	150	147	191	179	135	115	218	271	158
"scaffold_4:27564420-27564565"	71	24	18	31	40	17	57	46	37	39	26	24	45	60	37
"scaffold_4:27567905-27568002"	20	9	10	22	26	7	17	19	11	5	8	9	15	11	15
"scaffold_4:27584297-27584459"	63	22	8	36	27	8	21	72	38	11	29	12	45	53	26
"scaffold_4:27592675-27592820"	30	13	10	24	20	14	14	24	12	4	3	15	6	13	24
"scaffold_4:27597551-27597628"	23	8	7	20	7	0	29	15	14	4	10	5	31	23	19
"scaffold_4:27600089-27600264"	23	8	5	18	4	7	13	31	10	0	10	6	12	12	19
"scaffold_4:27602475-27602587"	28	6	2	13	6	3	15	44	25	4	17	3	12	13	17
"scaffold_4:27610526-27610602"	21	4	3	14	7	2	24	35	20	5	2	4	16	20	9
"scaffold_4:27612261-27612391"	26	10	7	17	10	8	43	34	22	8	20	12	17	10	28
"scaffold_4:27614636-27614719"	26	4	3	7	11	1	6	21	6	1	12	11	13	15	13
"scaffold_4:27620715-27620906"	64	17	8	42	29	12	50	44	24	25	39	24	33	36	48
"scaffold_4:27621420-27621611"	40	16	9	32	23	9	38	37	36	28	17	19	49	39	32
"scaffold_4:27625105-27625194"	12	9	2	12	8	5	14	15	28	9	5	6	29	19	25
"scaffold_4:27625391-27625765"	43	18	9	20	24	24	43	29	39	22	24	14	30	23	30
"scaffold_4:27633169-27633353"	50	31	12	21	30	18	75	52	42	20	19	19	43	48	55
"scaffold_4:27639971-27640067"	12	13	2	6	15	3	6	8	4	3	3	9	9	7	4
"scaffold_4:27650694-27650784"	40	21	7	21	28	8	48	31	24	3	12	17	18	24	16
"scaffold_4:27651779-27652080"	91	17	14	58	83	13	119	51	69	24	20	24	52	85	45
"scaffold_4:27654014-27654565"	377	139	37	224	380	154	454	308	471	314	138	183	379	549	288
"scaffold_4:27663063-27663214"	17	4	1	16	6	6	18	20	9	2	10	10	10	16	9
"scaffold_4:27664027-27664113"	25	7	3	33	11	6	9	19	15	5	9	10	16	6	27
"scaffold_4:27669918-27670028"	16	14	9	10	13	6	22	15	7	18	10	9	18	23	14
"scaffold_4:27674488-27674665"	6	9	4	9	4	7	17	11	2	4	2	2	3	4	8
"scaffold_4:27684871-27684963"	16	9	4	21	7	4	9	24	16	10	12	9	28	31	17
"scaffold_4:27685246-27685364"	13	12	7	4	5	3	20	22	26	7	5	15	28	31	21
"scaffold_4:27702865-27702994"	44	20	11	38	13	21	43	29	46	30	29	20	26	30	32
"scaffold_4:27707126-27707223"	23	14	2	16	1	7	15	26	8	0	9	7	14	15	25
"scaffold_4:27727447-27727539"	14	7	4	7	8	10	23	12	8	7	12	16	8	2	17
"scaffold_4:27728044-27728118"	17	7	6	13	22	5	19	8	13	5	11	8	10	7	26
"scaffold_4:27739536-27739625"	13	13	6	8	7	7	18	8	8	7	16	11	6	15	17
"scaffold_4:27758976-27759060"	31	12	9	17	15	5	20	24	15	9	19	19	14	10	26
"scaffold_4:27761748-27761923"	21	9	6	21	11	17	20	56	22	5	10	6	36	24	40
"scaffold_4:27781899-27781989"	10	6	3	4	3	9	9	6	4	0	8	1	9	12	17
"scaffold_4:27793207-27793360"	28	14	8	22	6	6	20	33	17	9	13	15	21	12	17
"scaffold_4:27831987-27832082"	22	20	9	12	10	16	19	18	20	6	20	13	22	25	28
"scaffold_4:27839051-27839172"	59	32	10	32	21	22	50	78	74	21	16	33	46	70	70
"scaffold_4:27839625-27839798"	23	23	12	10	21	4	39	38	23	5	12	12	19	21	38
"scaffold_4:27844810-27845061"	35	28	15	34	15	8	45	65	23	3	22	15	45	26	45
"scaffold_4:27868813-27869117"	99	54	41	71	77	119	112	79	157	117	161	178	156	161	131
"scaffold_4:27870231-27870466"	48	30	15	42	15	24	52	69	59	31	28	31	52	75	52
"scaffold_4:27876403-27876512"	31	18	6	23	4	6	12	74	18	11	12	12	34	16	43
"scaffold_4:27877277-27877385"	15	11	6	19	7	15	12	17	14	0	9	4	11	10	14
"scaffold_4:27889938-27890087"	26	9	3	8	8	3	7	22	8	1	6	3	13	20	14
"scaffold_4:27896410-27896695"	63	29	10	13	14	15	42	65	27	6	18	23	32	24	38
"scaffold_4:27919186-27919338"	24	11	5	26	19	9	29	39	21	11	10	17	13	18	21
"scaffold_4:27926880-27926974"	6	4	3	5	1	1	3	3	7	4	3	5	6	7	4
"scaffold_4:27935378-27935681"	84	37	28	52	37	59	49	53	100	102	98	111	116	125	67
"scaffold_4:27935988-27936160"	70	22	15	56	34	20	36	50	34	11	25	14	32	23	29
"scaffold_4:27936289-27936408"	25	11	7	21	27	8	16	23	16	4	20	9	14	19	20
"scaffold_4:27945697-27945787"	30	11	8	15	17	3	17	24	10	4	6	9	13	13	17
"scaffold_4:27946124-27946200"	27	17	2	17	14	2	27	29	17	9	4	12	37	35	23
"scaffold_4:27949323-27949444"	40	15	11	26	32	9	13	16	14	10	15	6	17	23	13
"scaffold_4:27950799-27950890"	22	7	3	9	12	1	19	11	12	12	7	10	32	20	32
"scaffold_4:27954497-27954585"	24	5	5	14	21	5	12	17	17	7	25	10	23	11	28
"scaffold_4:27954845-27955184"	113	22	16	64	67	37	66	99	104	54	53	55	60	81	75
"scaffold_4:27959281-27959386"	37	3	4	19	13	7	19	16	16	6	9	4	19	14	17
"scaffold_4:27976353-27976522"	29	18	4	18	11	11	25	29	23	27	12	7	26	24	18
"scaffold_4:27981942-27982021"	30	6	9	13	3	11	32	27	31	9	31	12	28	43	36
"scaffold_4:27984004-27984171"	29	19	4	21	20	26	38	35	57	17	24	37	48	54	38
"scaffold_4:27997703-27997834"	68	9	9	28	24	26	29	29	41	25	24	41	47	47	41
"scaffold_4:27998166-27998457"	121	44	30	63	50	94	64	89	120	106	96	159	151	166	92
"scaffold_4:28008586-28008776"	49	22	12	38	39	6	33	43	28	3	16	9	39	39	50
"scaffold_4:28012244-28012349"	85	32	9	35	80	17	86	99	51	12	28	44	103	79	74
"scaffold_4:28013183-28013646"	663	287	59	277	315	173	651	412	476	218	367	391	789	947	596
"scaffold_4:28014790-28014908"	95	72	17	50	39	44	95	76	104	45	47	44	105	116	96
"scaffold_4:28017244-28017554"	365	182	71	181	124	184	271	263	322	212	273	341	451	361	289
"scaffold_4:28019495-28019647"	71	39	12	34	25	55	72	69	79	51	69	62	89	111	63
"scaffold_4:28022372-28022471"	17	1	2	16	10	0	10	18	4	5	5	4	15	11	11
"scaffold_4:28024465-28024678"	76	21	6	32	46	23	42	42	46	26	28	17	38	23	47
"scaffold_4:28025569-28025652"	45	15	6	15	15	10	21	20	27	17	18	27	36	35	35
"scaffold_4:28030040-28030133"	21	7	4	6	5	1	12	8	17	6	7	7	14	13	14
"scaffold_4:28046145-28046356"	69	31	14	38	24	14	48	46	21	8	28	8	30	28	39
"scaffold_4:28052529-28052613"	24	3	6	11	7	8	12	32	5	3	6	2	14	13	17
"scaffold_4:28058206-28058286"	21	2	0	6	9	4	4	22	1	3	2	0	4	3	5
"scaffold_4:28063911-28064123"	82	31	17	48	24	48	53	48	61	97	109	86	85	104	56
"scaffold_4:28065502-28065657"	78	32	19	56	23	61	51	54	71	75	74	90	75	80	63
"scaffold_4:28066039-28066276"	102	39	9	65	47	16	46	77	38	25	23	36	89	100	53
"scaffold_4:28076749-28076942"	46	25	14	34	22	19	54	57	35	12	39	46	44	50	43
"scaffold_4:28082941-28083082"	55	32	8	29	21	10	37	66	51	13	18	19	57	61	83
"scaffold_4:28098355-28098432"	9	11	2	12	4	1	8	12	3	4	9	7	8	4	5
"scaffold_4:28104701-28104786"	26	18	1	14	10	5	19	34	20	9	3	9	21	26	23
"scaffold_4:28112437-28112631"	52	18	5	24	28	16	40	49	23	15	14	19	28	28	57
"scaffold_4:28128799-28128928"	31	17	8	32	29	22	41	38	54	16	20	29	35	21	36
"scaffold_4:28135868-28135971"	24	12	1	13	21	7	27	21	13	5	9	6	18	16	21
"scaffold_4:28136482-28136627"	39	14	12	11	10	5	23	34	24	9	22	11	28	20	21
"scaffold_4:28159184-28159266"	26	8	4	11	7	4	7	44	7	2	6	3	7	4	23
"scaffold_4:28166686-28166768"	12	3	6	6	6	4	9	24	15	0	12	3	15	12	15
"scaffold_4:28172961-28173180"	65	30	17	46	34	65	61	95	100	55	68	84	78	92	76
"scaffold_4:28196675-28196813"	31	15	6	15	25	6	34	26	38	7	18	9	22	34	27
"scaffold_4:28203069-28203203"	24	15	8	17	10	18	15	20	13	4	17	10	14	16	21
"scaffold_4:28206215-28206304"	22	12	7	10	12	7	15	16	18	4	22	9	19	11	17
"scaffold_4:28213895-28213969"	27	18	6	14	16	13	20	22	43	14	14	15	37	29	30
"scaffold_4:28217168-28217360"	107	43	25	58	53	45	75	99	82	73	72	85	97	83	78
"scaffold_4:28217442-28217516"	37	5	12	17	19	26	24	18	39	13	27	16	23	16	29
"scaffold_4:28217597-28217788"	55	22	10	33	24	31	26	49	64	42	27	36	66	54	46
"scaffold_4:28222194-28222296"	13	17	11	12	8	2	6	17	5	5	6	11	31	41	29
"scaffold_4:28238625-28238716"	41	9	4	21	15	6	11	25	16	9	4	11	18	18	13
"scaffold_4:28246071-28246186"	36	24	12	21	25	10	18	42	23	7	19	10	24	29	38
"scaffold_4:28251123-28251237"	57	11	9	26	36	9	34	26	26	14	9	5	22	17	12
"scaffold_4:28251537-28251623"	32	7	4	19	20	2	20	17	17	10	12	2	22	14	25
"scaffold_4:28254032-28254107"	12	9	1	9	1	6	7	14	11	5	8	3	22	25	17
"scaffold_4:28256655-28256753"	14	9	4	12	10	3	11	16	19	7	5	8	18	15	18
"scaffold_4:28268147-28268791"	212	79	46	153	144	154	199	152	269	248	158	182	219	252	153
"scaffold_4:28281040-28281163"	15	6	4	8	8	6	16	26	17	10	7	10	6	3	14
"scaffold_4:28289540-28289639"	48	33	6	12	21	17	60	75	80	28	28	22	42	47	40
"scaffold_4:28293447-28293563"	42	23	7	22	16	6	20	42	17	12	6	8	40	24	21
"scaffold_4:28307233-28307567"	242	152	57	181	111	145	256	248	320	213	190	250	319	363	247
"scaffold_4:28307944-28308327"	207	72	32	102	101	53	157	268	134	62	62	59	209	202	188
"scaffold_4:28332548-28332758"	48	19	11	23	14	22	47	51	43	12	25	23	58	27	51
"scaffold_4:28335613-28335762"	64	15	4	20	22	9	24	28	13	12	20	7	34	33	35
"scaffold_4:28336160-28336305"	44	30	10	21	11	18	45	52	41	18	23	33	68	50	47
"scaffold_4:28337545-28337780"	61	29	8	26	11	12	41	40	15	8	13	14	43	39	60
