"wt.1.NC12.opaKD2.23003FL.09.02.01"	"ac.1.NC12.opaKD2.23003FL.09.02.02"	"dsred.1.NC12.opaKD2.23003FL.09.02.03"	"opa.1.NC12.opaKD2.23003FL.09.02.04"	"wt.2.NC12.opaKD5.23003FL.09.02.20"	"ac.2.NC12.opaKD5.23003FL.09.02.21"	"dsred.2.NC12.opaKD5.23003FL.09.02.22"	"dsred.3.NC12.opaKD5.23003FL.09.02.23"	"opa.3.NC12.opaKD5.23003FL.09.02.24"	"opa.5.NC12.opaKD5.23003FL.09.02.26"	"ac.3.NC12.opaKD6.23003FL.09.02.28"	"ac.4.NC12.opaKD6.23003FL.09.02.29"	"opa.6.NC12.opaKD6.23003FL.09.02.30"	"opa.7.NC12.opaKD6.23003FL.09.02.31"	"opa.8.NC12.opaKD6.23003FL.09.02.32"
"evm.TU.scaffold_4.1695"	217	255	193	145	122	166	210	187	246	154	61	73	63	132	261
"evm.TU.scaffold_4.1696"	930	1007	1536	1418	3281	743	816	800	1341	1865	1537	1809	1881	1217	767
"evm.TU.scaffold_4.1697"	1129	1138	951	888	426	673	1024	1334	779	803	583	587	769	872	852
"evm.TU.scaffold_4.1698"	1916	1621	2007	2052	2280	1427	1603	1572	2151	2482	2045	2224	2535	1783	1700
"evm.TU.scaffold_4.1699"	171	180	270	169	643	156	162	270	397	636	426	352	357	274	181
"evm.TU.scaffold_4.17"	60	41	50	36	178	49	37	57	31	12	15	35	0	40	45
"evm.TU.scaffold_4.170"	0	1	4	8	5	5	1	6	4	13	0	6	68	0	3
"evm.TU.scaffold_4.1700"	148	249	203	229	371	264	224	199	78	50	126	71	67	74	71
"evm.TU.scaffold_4.1701"	5	16	15	15	91	14	9	12	12	5	25	16	1	4	10
"evm.TU.scaffold_4.1702"	82	68	118	135	50	40	39	65	204	149	48	261	139	147	92
"evm.TU.scaffold_4.1703"	120	67	110	89	63	58	45	34	86	56	51	121	95	60	85
"evm.TU.scaffold_4.1704"	74	70	83	56	63	39	22	30	98	178	79	49	44	53	51
"evm.TU.scaffold_4.1705"	34	45	74	67	241	44	49	41	104	54	73	69	78	35	42
"evm.TU.scaffold_4.1706"	66	95	80	50	165	68	70	71	30	28	74	158	23	12	41
"evm.TU.scaffold_4.1707"	8	28	51	13	45	11	32	44	87	108	49	24	142	40	36
"evm.TU.scaffold_4.1708"	409	610	728	544	1758	661	771	799	1056	1231	1069	935	1265	712	515
"evm.TU.scaffold_4.1709"	162	261	204	286	582	142	178	154	236	202	230	306	399	198	152
"evm.TU.scaffold_4.171"	30	19	31	40	1	9	3	14	7	8	0	6	13	0	22
"evm.TU.scaffold_4.1711"	1892	2895	2667	1996	3443	2765	3440	2733	1155	1100	1169	1399	1112	1156	1117
"evm.TU.scaffold_4.1712"	1318	1342	1753	1276	5061	1518	1347	1516	1721	1943	1328	2052	1530	1255	968
"evm.TU.scaffold_4.1713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1714"	2	1	6	10	2	6	8	10	13	2	1	20	0	12	1
"evm.TU.scaffold_4.1716"	0	0	0	1	0	0	0	7	0	0	3	4	0	1	0
"evm.TU.scaffold_4.1717"	1	1	11	0	22	6	0	4	8	1	5	4	0	0	0
"evm.TU.scaffold_4.1718"	1814	2188	2811	2495	2212	1452	1879	1912	2699	2720	2038	2836	2257	2531	1948
"evm.TU.scaffold_4.1719"	785	1171	1066	1008	1476	1415	1755	1562	809	999	492	752	603	530	367
"evm.TU.scaffold_4.172"	0	8	6	0	4	2	0	0	0	1	0	10	1	0	0
"evm.TU.scaffold_4.1720"	614	1068	1307	983	3386	1130	853	794	1044	906	897	967	1098	691	628
"evm.TU.scaffold_4.1721"	188	378	235	203	63	275	428	1036	494	487	308	206	381	459	397
"evm.TU.scaffold_4.1722"	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1723"	83	103	127	67	53	76	141	106	63	37	6	16	14	56	89
"evm.TU.scaffold_4.1724"	161	160	225	171	677	130	148	200	227	427	178	125	274	267	94
"evm.TU.scaffold_4.1725"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1726"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1727"	0	0	0	3	4	1	0	0	0	63	0	0	0	0	1
"evm.TU.scaffold_4.1728"	382	1409	1400	756	2537	1818	1890	1283	531	584	978	868	561	490	411
"evm.TU.scaffold_4.173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1731"	1124	1212	1442	1062	846	1128	1294	1449	764	814	426	798	892	683	1055
"evm.TU.scaffold_4.1732"	961	1382	912	917	538	967	1439	2599	1919	1931	838	1232	1244	2098	1255
"evm.TU.scaffold_4.1733"	2	7	15	0	0	5	21	20	1	1	0	0	0	0	4
"evm.TU.scaffold_4.1734"	2036	2145	1751	2110	892	1485	2260	2554	944	942	772	556	677	1762	1305
"evm.TU.scaffold_4.1735"	242	397	409	399	964	328	297	388	495	823	363	328	668	460	235
"evm.TU.scaffold_4.1736"	281	294	477	541	511	212	231	195	498	782	431	619	768	526	433
"evm.TU.scaffold_4.1737"	509	445	730	686	2092	478	482	580	1036	1449	1001	1091	1479	922	640
"evm.TU.scaffold_4.1738"	43	206	131	135	131	156	220	419	308	156	53	45	138	319	223
"evm.TU.scaffold_4.1739"	7	4	5	2	62	27	13	33	19	78	0	12	7	3	12
"evm.TU.scaffold_4.174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1741"	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1742"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1743"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1744"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1745"	0	0	9	0	5	2	6	0	4	0	0	0	60	1	2
"evm.TU.scaffold_4.1746"	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
"evm.TU.scaffold_4.1747"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1748"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
"evm.TU.scaffold_4.1749"	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.175"	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0
"evm.TU.scaffold_4.1750"	5	15	9	1	93	18	9	14	2	9	26	5	3	4	2
"evm.TU.scaffold_4.1751"	71	116	123	74	1083	147	97	108	43	22	69	93	63	25	32
"evm.TU.scaffold_4.1752"	23	18	27	8	115	33	20	15	19	17	40	0	44	9	5
"evm.TU.scaffold_4.1753"	341	509	446	366	355	562	606	621	1059	1577	1070	694	1590	616	576
"evm.TU.scaffold_4.1754"	410	343	535	588	966	305	267	562	735	819	754	904	776	899	487
"evm.TU.scaffold_4.1757"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1758"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.176"	1076	1168	1499	1468	2805	1418	1201	965	1019	1445	1208	2325	1526	840	869
"evm.TU.scaffold_4.1760"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1762"	54	61	126	77	352	59	77	110	89	109	74	103	77	175	59
"evm.TU.scaffold_4.1763"	198	154	179	278	457	97	119	131	271	270	238	251	354	204	188
"evm.TU.scaffold_4.1764"	577	890	1153	970	3927	1008	834	777	1017	1162	1162	1163	1386	955	749
"evm.TU.scaffold_4.1765"	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1766"	241	196	225	204	433	163	157	243	382	373	352	289	230	258	260
"evm.TU.scaffold_4.1767"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1768"	12	0	3	0	0	5	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1769"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.177"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1770"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1771"	263	222	313	434	449	160	182	175	311	500	337	385	397	250	189
"evm.TU.scaffold_4.1772"	1875	1717	2449	2678	8764	2020	1640	1414	1536	1373	1932	2043	1902	1251	1077
"evm.TU.scaffold_4.1773"	14	33	27	28	194	44	12	27	13	57	53	10	34	21	24
"evm.TU.scaffold_4.1774"	0	1	2	3	7	0	3	0	0	10	0	5	2	0	3
"evm.TU.scaffold_4.1775"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1776"	602	830	902	818	1267	925	803	589	536	718	827	713	1318	381	294
"evm.TU.scaffold_4.1777"	52	165	137	116	318	70	79	124	178	205	95	85	320	174	63
"evm.TU.scaffold_4.1778"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.178"	0	4	0	0	0	4	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1780"	269	513	501	480	744	564	538	491	264	348	278	267	139	198	315
"evm.TU.scaffold_4.1781"	759	806	949	1017	3362	696	588	744	1136	1228	1164	1121	895	731	812
"evm.TU.scaffold_4.1782"	97	58	71	43	56	107	129	182	87	108	9	55	63	164	100
"evm.TU.scaffold_4.1783"	1227	1123	1259	1103	3488	1152	1296	1145	634	467	302	458	256	534	614
"evm.TU.scaffold_4.1784"	68	39	71	60	672	81	44	59	43	30	42	100	63	51	43
"evm.TU.scaffold_4.1785"	128	282	184	171	164	181	296	323	88	23	94	26	29	90	97
"evm.TU.scaffold_4.1786"	79	123	127	109	61	126	144	445	131	50	38	48	93	126	170
"evm.TU.scaffold_4.1787"	69	67	105	129	80	68	51	73	85	107	70	133	108	145	92
"evm.TU.scaffold_4.1788"	0	1	0	6	0	0	0	0	6	0	0	6	33	1	9
"evm.TU.scaffold_4.179"	482	625	697	537	935	677	847	755	266	283	246	842	439	343	257
"evm.TU.scaffold_4.1792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1793"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1794"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1795"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1797"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.18"	224	278	436	283	3341	393	253	241	110	82	205	307	184	82	138
"evm.TU.scaffold_4.180"	541	538	755	664	471	344	428	428	913	932	606	956	801	750	520
"evm.TU.scaffold_4.1800"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1801"	74	166	201	159	190	91	124	223	161	251	176	97	238	120	83
"evm.TU.scaffold_4.1802"	8	17	15	15	37	30	12	20	6	0	0	18	5	1	0
"evm.TU.scaffold_4.1803"	2341	2860	2465	2432	1896	2555	3336	3858	1164	1025	862	1102	1035	1103	1661
"evm.TU.scaffold_4.1804"	55	52	71	68	106	45	72	96	38	98	139	93	146	26	28
"evm.TU.scaffold_4.1805"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1806"	781	1074	1083	896	1043	768	1066	873	635	852	682	654	843	555	535
"evm.TU.scaffold_4.1807"	870	1115	994	908	1137	860	1026	894	599	1001	775	659	768	475	549
"evm.TU.scaffold_4.1808"	0	23	7	6	18	6	7	1	5	0	2	0	1	0	4
"evm.TU.scaffold_4.1809"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1810"	0	0	1	1	1	6	3	3	0	0	66	34	0	57	0
"evm.TU.scaffold_4.1811"	4	4	10	9	32	20	30	29	4	1	67	36	24	57	4
"evm.TU.scaffold_4.1812"	0	6	1	1	11	2	5	2	10	2	3	0	1	6	0
"evm.TU.scaffold_4.1813"	86	162	142	132	414	161	180	184	262	245	99	95	192	116	102
"evm.TU.scaffold_4.1814"	295	239	303	237	1477	183	150	184	226	317	163	347	261	281	187
"evm.TU.scaffold_4.1815"	1795	1471	1768	1957	2626	963	1149	1156	2430	2230	1938	2146	2079	2022	1491
"evm.TU.scaffold_4.1816"	0	1	1	0	1	3	0	2	1	2	0	21	0	0	0
"evm.TU.scaffold_4.1817"	76	85	101	69	458	92	107	138	123	185	83	122	173	97	101
"evm.TU.scaffold_4.1818"	161	205	266	205	1250	259	273	253	278	251	267	233	353	176	125
"evm.TU.scaffold_4.1819"	147	159	155	199	625	96	100	145	229	196	314	98	347	128	105
"evm.TU.scaffold_4.182"	910	1183	1520	1023	3583	1199	1298	1252	1233	1055	895	1363	1283	1020	785
"evm.TU.scaffold_4.1820"	9	4	2	4	5	3	0	0	1	18	0	26	0	0	1
"evm.TU.scaffold_4.1821"	216	311	371	363	218	136	230	289	343	363	358	330	633	478	293
"evm.TU.scaffold_4.1822"	950	1119	1823	1381	6160	1325	1125	1125	1619	1927	1936	1877	1744	1471	826
"evm.TU.scaffold_4.1823"	783	873	1187	1249	1676	602	548	599	1444	1729	1829	1733	1642	1257	686
"evm.TU.scaffold_4.1824"	108	129	165	112	304	198	139	107	73	145	160	203	134	53	40
"evm.TU.scaffold_4.1826"	0	17	2	28	11	25	20	30	22	0	23	0	0	23	8
"evm.TU.scaffold_4.1827"	67	121	130	112	71	128	228	425	93	136	201	79	180	196	174
"evm.TU.scaffold_4.1828"	827	806	1067	932	1911	660	835	903	1063	1444	954	719	1130	756	656
"evm.TU.scaffold_4.1829"	856	1340	823	511	1224	1506	1782	1890	797	837	391	509	642	432	500
"evm.TU.scaffold_4.183"	1328	1742	1652	1294	1268	1702	2081	1847	480	450	317	622	547	614	747
"evm.TU.scaffold_4.1830"	155	358	235	159	593	579	840	976	514	612	238	225	447	255	349
"evm.TU.scaffold_4.1831"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1832"	1	1	1	0	0	9	0	0	8	7	0	17	88	0	1
"evm.TU.scaffold_4.1833"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1834"	11	0	0	2	0	0	3	0	0	3	0	0	4	0	0
"evm.TU.scaffold_4.1835"	369	354	481	460	2286	389	346	355	442	482	429	328	556	295	257
"evm.TU.scaffold_4.1836"	1257	1521	1385	1095	1228	1500	2003	2030	599	494	594	767	755	600	967
"evm.TU.scaffold_4.1837"	3	2	5	13	32	7	9	8	6	5	4	1	1	0	7
"evm.TU.scaffold_4.1838"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1839"	520	698	775	581	1450	468	540	667	378	406	418	365	463	315	327
"evm.TU.scaffold_4.184"	40	90	69	64	57	110	118	95	69	73	50	40	56	86	46
"evm.TU.scaffold_4.1840"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1842"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1844"	0	0	2	0	3	0	0	0	10	0	0	0	0	0	0
"evm.TU.scaffold_4.1845"	217	312	299	282	586	337	271	218	320	232	249	344	416	294	169
"evm.TU.scaffold_4.1846"	1	1	22	12	3	4	11	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1849"	3	0	6	0	0	1	4	0	1	0	0	0	0	0	1
"evm.TU.scaffold_4.185"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
"evm.TU.scaffold_4.1851"	60	63	101	93	84	88	91	73	40	12	0	20	63	36	22
"evm.TU.scaffold_4.1852"	600	160	242	290	142	174	198	189	225	199	208	151	250	279	188
"evm.TU.scaffold_4.1853"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1854"	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_4.1855"	0	7	6	4	5	0	0	0	2	0	15	27	25	1	0
"evm.TU.scaffold_4.1856"	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_4.1857"	1272	1153	1013	1153	1103	969	1244	1416	1340	1149	733	1126	1389	971	1114
"evm.TU.scaffold_4.1858"	1159	917	801	965	442	852	1077	1292	1091	702	561	676	878	705	1071
"evm.TU.scaffold_4.1859"	1436	1411	1998	1889	1519	909	1057	1100	2184	1856	1998	2330	1876	1959	1389
"evm.TU.scaffold_4.1860"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1861"	40	48	71	98	75	64	63	61	68	122	60	45	111	65	50
"evm.TU.scaffold_4.1862"	17	31	40	18	313	41	38	37	13	6	12	17	17	5	14
"evm.TU.scaffold_4.1863"	37	35	18	13	119	15	17	27	32	69	1	18	36	20	13
"evm.TU.scaffold_4.1864"	40	29	33	24	83	44	34	73	81	75	14	25	93	46	26
"evm.TU.scaffold_4.1865"	76	105	55	49	39	79	158	211	86	176	63	34	47	92	92
"evm.TU.scaffold_4.1866"	194	180	189	164	438	139	206	219	403	578	266	163	297	254	169
"evm.TU.scaffold_4.1867"	1491	2317	2468	2347	5797	2417	2437	2497	4050	6230	3090	3472	7650	2733	1797
"evm.TU.scaffold_4.1868"	23	71	73	57	90	64	82	135	35	103	28	27	47	10	23
"evm.TU.scaffold_4.1869"	4	8	16	5	77	7	17	7	7	56	46	27	26	0	4
"evm.TU.scaffold_4.187"	102	68	98	83	246	90	75	104	78	307	260	115	237	111	45
"evm.TU.scaffold_4.1870"	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0
"evm.TU.scaffold_4.1871"	2571	2664	2388	2383	2999	2987	2850	3041	1619	1061	1090	1358	756	1697	1607
"evm.TU.scaffold_4.1872"	28	42	77	41	470	49	46	50	26	18	25	11	50	5	15
"evm.TU.scaffold_4.1873"	76	170	244	179	1533	290	191	166	71	48	91	88	87	53	47
"evm.TU.scaffold_4.1874"	244	220	282	284	671	141	143	190	402	756	362	505	672	375	149
"evm.TU.scaffold_4.1875"	151	323	240	191	152	406	594	946	97	79	0	50	7	72	190
"evm.TU.scaffold_4.1876"	112	211	225	196	695	179	179	179	107	104	156	169	37	115	74
"evm.TU.scaffold_4.1877"	190	272	322	262	905	182	216	173	368	373	385	252	337	354	190
"evm.TU.scaffold_4.1878"	823	961	1370	993	4716	1566	1092	976	815	791	927	1422	1175	805	579
"evm.TU.scaffold_4.1879"	409	621	515	386	328	615	1058	1425	600	675	379	487	302	448	466
"evm.TU.scaffold_4.188"	1	8	47	62	57	29	32	55	2	18	68	41	4	32	5
"evm.TU.scaffold_4.1880"	438	573	738	714	2278	669	569	529	823	703	891	1023	973	725	401
"evm.TU.scaffold_4.1881"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1882"	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1883"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1884"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1886_evm.TU.scaffold_4.1887"	0	0	2	2	8	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1889"	59	94	135	152	222	83	107	85	225	213	95	212	219	179	111
"evm.TU.scaffold_4.189"	1863	1790	1901	1722	4379	1699	1916	2321	1993	1323	1072	1372	1242	1291	1037
"evm.TU.scaffold_4.1890"	147	148	125	214	251	134	186	144	162	154	251	177	213	81	130
"evm.TU.scaffold_4.1891"	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0
"evm.TU.scaffold_4.1892"	377	674	709	635	874	816	712	817	490	318	371	550	311	308	315
"evm.TU.scaffold_4.1893"	259	772	772	505	829	797	847	807	316	499	322	340	268	344	224
"evm.TU.scaffold_4.1894"	4927	5676	5546	4699	3589	5647	7998	7974	2780	2291	2379	3106	2831	3271	4488
"evm.TU.scaffold_4.1895"	347	387	503	534	1243	304	322	389	792	657	586	484	900	504	480
"evm.TU.scaffold_4.1896"	1061	1572	1568	1245	1082	1593	2064	1666	430	428	364	391	409	483	569
"evm.TU.scaffold_4.1897"	13	16	20	13	210	20	13	12	5	4	16	3	10	22	10
"evm.TU.scaffold_4.1898"	235	415	347	257	129	313	516	718	239	219	136	90	216	184	397
"evm.TU.scaffold_4.1899"	806	1227	910	712	410	959	1502	2116	577	491	279	257	428	595	1060
"evm.TU.scaffold_4.19"	829	776	954	1212	1261	460	509	670	1756	2270	2182	2111	2093	1961	929
"evm.TU.scaffold_4.190"	0	5	1	0	0	0	3	1	0	0	0	0	0	0	5
"evm.TU.scaffold_4.1900"	59	14	48	96	71	29	14	6	113	130	21	40	11	50	9
"evm.TU.scaffold_4.1901"	6594	5238	5068	6083	5658	3726	4404	4685	7014	9028	8366	7565	9768	6186	3949
"evm.TU.scaffold_4.1903"	115	203	163	124	163	214	267	419	389	430	232	114	305	120	171
"evm.TU.scaffold_4.1904"	1055	1312	1632	1066	5208	1516	1340	1267	1089	724	827	913	754	955	785
"evm.TU.scaffold_4.1906"	112	151	202	324	358	57	114	72	130	93	374	165	123	126	124
"evm.TU.scaffold_4.1907"	14	29	49	26	64	63	34	34	21	5	22	25	24	14	17
"evm.TU.scaffold_4.1908_evm.TU.scaffold_4.1909"	19	42	52	53	138	48	43	38	110	182	59	41	78	110	76
"evm.TU.scaffold_4.191"	100	100	122	134	429	85	88	123	161	225	232	105	190	142	73
"evm.TU.scaffold_4.1910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1911"	0	0	0	0	0	0	2	5	3	0	0	0	0	0	1
"evm.TU.scaffold_4.1912"	0	10	0	0	3	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1913"	39	149	115	125	232	72	73	106	172	234	148	89	161	123	115
"evm.TU.scaffold_4.1914"	0	7	2	2	0	1	2	0	2	2	0	0	0	0	0
"evm.TU.scaffold_4.1915"	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1916"	12	23	4	7	155	46	22	22	82	56	10	32	1	22	5
"evm.TU.scaffold_4.1917"	650	1106	1090	946	3806	1033	848	904	1265	1930	1476	1693	2024	931	651
"evm.TU.scaffold_4.1918"	90	168	167	111	264	211	205	287	78	32	53	33	14	82	67
"evm.TU.scaffold_4.1919"	78	151	155	140	242	159	194	236	291	394	272	121	278	216	91
"evm.TU.scaffold_4.192"	306	454	480	248	605	652	633	634	170	350	63	39	154	91	139
"evm.TU.scaffold_4.1920"	56	77	156	60	853	137	90	119	26	37	70	27	35	35	16
"evm.TU.scaffold_4.1921"	1544	1173	1607	1596	1882	992	999	1186	1538	1403	1063	1151	1380	1265	1097
"evm.TU.scaffold_4.1922"	121	44	69	65	44	43	41	45	59	85	29	36	20	32	23
"evm.TU.scaffold_4.1923"	685	563	921	810	3319	648	745	725	1389	1384	1375	1474	915	1016	576
"evm.TU.scaffold_4.1924"	379	361	488	450	2357	392	331	347	420	405	376	511	638	329	306
"evm.TU.scaffold_4.1925"	319	581	340	383	217	476	638	1102	127	92	37	152	32	217	322
"evm.TU.scaffold_4.193"	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1931"	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1936"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1937"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1938"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"evm.TU.scaffold_4.1941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1947"	54	52	99	35	464	102	79	78	57	78	162	54	130	41	50
"evm.TU.scaffold_4.1948"	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2
"evm.TU.scaffold_4.1949"	18	11	23	17	22	11	6	30	19	38	0	26	5	26	8
"evm.TU.scaffold_4.195"	97	136	91	78	343	94	106	114	231	252	167	293	353	208	113
"evm.TU.scaffold_4.1951"	3752	3939	4261	4035	6225	4838	5670	4678	4222	3404	2904	2755	3710	2477	3250
"evm.TU.scaffold_4.1952"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1954"	0	13	7	17	25	2	6	0	4	0	4	16	0	0	0
"evm.TU.scaffold_4.1955"	189	216	252	314	246	158	197	217	355	262	331	327	239	282	122
"evm.TU.scaffold_4.1956"	4	3	7	1	46	10	3	4	2	3	25	0	2	2	2
"evm.TU.scaffold_4.1957"	60	55	52	72	142	137	44	65	55	85	3	3	138	53	18
"evm.TU.scaffold_4.1958"	487	859	1056	760	5830	960	798	664	257	240	344	645	626	307	247
"evm.TU.scaffold_4.1959"	102	84	107	45	1151	189	152	116	39	25	31	52	25	18	37
"evm.TU.scaffold_4.196"	204	209	167	164	129	183	300	579	474	556	178	157	199	245	270
"evm.TU.scaffold_4.1960_evm.TU.scaffold_4.1961"	524	540	547	605	1110	266	331	348	719	829	566	627	611	488	440
"evm.TU.scaffold_4.1962"	2292	2282	2707	2151	5554	2315	2656	2136	3322	3903	2803	2397	3242	2813	1900
"evm.TU.scaffold_4.1963"	80	40	52	32	14	51	78	150	80	92	36	31	55	68	98
"evm.TU.scaffold_4.1964"	610	513	701	550	3825	739	564	675	528	662	728	568	662	532	489
"evm.TU.scaffold_4.1969"	41	64	56	34	70	92	144	136	73	34	63	51	37	44	68
"evm.TU.scaffold_4.197"	2453	3108	3495	3014	2099	1992	2517	3115	4959	4323	3631	4287	3254	3510	2964
"evm.TU.scaffold_4.1970"	16	55	57	34	94	70	79	63	45	16	73	20	46	25	51
"evm.TU.scaffold_4.1971"	7	4	12	7	22	11	5	7	4	8	11	0	5	7	1
"evm.TU.scaffold_4.1972"	165	149	185	192	118	57	134	133	331	509	208	180	302	286	151
"evm.TU.scaffold_4.1973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1974"	5	1	3	6	5	5	1	15	13	2	0	0	0	1	1
"evm.TU.scaffold_4.1975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1976"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1977"	15	6	17	24	65	25	29	14	25	28	16	5	25	11	0
"evm.TU.scaffold_4.1978"	1657	1682	2242	2516	2222	994	1262	1174	2930	2966	2821	2884	2079	1840	1625
"evm.TU.scaffold_4.1979"	1967	2887	2716	1778	2513	2737	3804	3869	1140	2308	1835	2013	2343	1496	1802
"evm.TU.scaffold_4.198"	348	459	399	367	789	316	486	619	1019	1076	1372	1154	1212	800	472
"evm.TU.scaffold_4.1980"	320	662	339	312	442	470	620	555	263	304	374	318	270	506	323
