"wt.1.NC12.opaKD2.23003FL.09.02.01"	"ac.1.NC12.opaKD2.23003FL.09.02.02"	"dsred.1.NC12.opaKD2.23003FL.09.02.03"	"opa.1.NC12.opaKD2.23003FL.09.02.04"	"wt.2.NC12.opaKD5.23003FL.09.02.20"	"ac.2.NC12.opaKD5.23003FL.09.02.21"	"dsred.2.NC12.opaKD5.23003FL.09.02.22"	"dsred.3.NC12.opaKD5.23003FL.09.02.23"	"opa.3.NC12.opaKD5.23003FL.09.02.24"	"opa.5.NC12.opaKD5.23003FL.09.02.26"	"ac.3.NC12.opaKD6.23003FL.09.02.28"	"ac.4.NC12.opaKD6.23003FL.09.02.29"	"opa.6.NC12.opaKD6.23003FL.09.02.30"	"opa.7.NC12.opaKD6.23003FL.09.02.31"	"opa.8.NC12.opaKD6.23003FL.09.02.32"
"evm.TU.scaffold_4.1981"	349	738	516	315	925	509	732	665	333	360	315	244	296	589	332
"evm.TU.scaffold_4.1982"	3	69	47	39	54	46	134	209	26	42	2	0	0	66	11
"evm.TU.scaffold_4.1983"	219	285	232	245	362	265	258	382	319	437	382	156	392	441	193
"evm.TU.scaffold_4.1985"	5221	6261	5914	4763	4742	5439	6482	5869	1903	1856	2154	3129	2218	2274	2558
"evm.TU.scaffold_4.1986_evm.TU.scaffold_4.1987"	43	57	37	40	215	38	46	35	39	92	47	98	87	78	26
"evm.TU.scaffold_4.1988_evm.TU.scaffold_4.1989"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.199"	10	80	69	35	44	103	99	199	30	72	34	37	25	99	28
"evm.TU.scaffold_4.1992"	270	401	540	623	871	306	325	351	640	715	586	577	567	532	334
"evm.TU.scaffold_4.1993"	4	20	20	11	110	34	24	23	35	37	1	10	21	3	0
"evm.TU.scaffold_4.1994"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1995"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.1996"	24	21	32	18	65	45	61	56	32	76	13	22	44	13	37
"evm.TU.scaffold_4.1997"	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.20"	63	257	219	214	174	222	211	204	263	321	335	303	295	244	143
"evm.TU.scaffold_4.200"	190	141	183	280	89	78	76	118	512	564	224	428	340	316	187
"evm.TU.scaffold_4.2000"	122	171	138	156	173	209	274	258	83	45	48	39	53	66	73
"evm.TU.scaffold_4.2001_evm.TU.scaffold_4.2002"	4	6	14	24	40	13	23	13	25	16	0	3	45	0	3
"evm.TU.scaffold_4.2003"	848	806	1093	1259	2760	751	564	622	1777	2166	1992	2138	2742	1291	773
"evm.TU.scaffold_4.2004"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2005"	368	453	459	324	385	332	318	418	603	691	396	368	334	353	407
"evm.TU.scaffold_4.2006"	1	0	0	5	0	0	3	2	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2007"	2018	1509	1840	1859	4014	1409	1535	1809	2714	2278	1631	1469	1323	2062	2017
"evm.TU.scaffold_4.2008"	1242	1824	2099	1600	4640	2614	2629	1843	818	853	374	953	548	575	611
"evm.TU.scaffold_4.2009"	0	0	2	0	9	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.201"	321	314	394	482	620	208	220	202	566	892	564	528	427	419	266
"evm.TU.scaffold_4.2010"	0	10	1	4	0	0	0	0	0	3	0	0	0	0	0
"evm.TU.scaffold_4.2011"	28	15	17	34	21	15	12	30	39	72	33	22	16	8	37
"evm.TU.scaffold_4.2012"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2013"	458	396	424	463	506	255	277	269	861	1471	860	918	1170	835	491
"evm.TU.scaffold_4.2014"	2768	3088	4164	3431	14554	3439	2789	2852	3542	3931	3179	4406	4620	2511	2437
"evm.TU.scaffold_4.2015"	332	250	334	271	427	217	267	278	516	558	588	471	642	416	308
"evm.TU.scaffold_4.2016"	885	2866	1907	1042	1321	1778	2622	2837	712	828	783	906	1077	532	804
"evm.TU.scaffold_4.2017"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2019"	6	22	30	16	49	18	15	30	14	72	37	50	0	21	31
"evm.TU.scaffold_4.202"	5	0	1	0	2	1	0	3	0	0	0	0	0	0	5
"evm.TU.scaffold_4.2020"	0	1	0	0	2	0	3	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2022"	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2023"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2026"	180	488	344	144	235	502	855	1205	470	454	139	175	307	332	250
"evm.TU.scaffold_4.2027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2029"	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
"evm.TU.scaffold_4.203"	11914	10507	9957	8167	9161	13833	17362	18770	10570	8130	5139	7513	6196	8510	10020
"evm.TU.scaffold_4.2030"	221	294	289	192	295	283	256	295	229	358	390	349	245	233	197
"evm.TU.scaffold_4.2031"	642	374	583	681	1779	322	320	384	744	864	649	799	1054	652	381
"evm.TU.scaffold_4.2032"	80	114	94	74	369	140	148	173	249	198	258	114	445	131	90
"evm.TU.scaffold_4.2033"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2036"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2037"	0	0	0	4	0	4	0	7	23	0	0	0	0	14	14
"evm.TU.scaffold_4.2038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2039"	130	129	128	77	122	73	110	73	186	279	181	158	139	153	103
"evm.TU.scaffold_4.204"	23	85	61	29	76	86	139	220	105	79	40	0	25	8	32
"evm.TU.scaffold_4.2040"	298	246	267	210	971	298	355	349	475	446	295	451	413	408	212
"evm.TU.scaffold_4.2041"	55	98	31	28	121	43	47	101	80	97	42	52	36	72	65
"evm.TU.scaffold_4.2042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2043"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2044"	61	100	116	112	231	91	120	108	80	68	107	73	77	37	69
"evm.TU.scaffold_4.2045"	551	557	792	865	746	388	531	660	1259	1355	764	817	944	957	522
"evm.TU.scaffold_4.2046"	7966	6937	7292	6659	9529	5419	6169	6521	7358	5766	3962	4765	4939	6051	6426
"evm.TU.scaffold_4.2047"	334	589	733	627	2653	513	569	636	947	1402	931	911	1339	729	376
"evm.TU.scaffold_4.2048"	178	290	243	381	598	318	361	167	128	334	359	389	515	121	96
"evm.TU.scaffold_4.2049_evm.TU.scaffold_4.2049_evm.TU.scaffold_4.2050"	47	62	128	54	489	71	110	94	296	201	103	242	141	51	96
"evm.TU.scaffold_4.205"	0	0	0	0	2	3	2	0	5	34	0	0	2	6	1
"evm.TU.scaffold_4.2051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2052"	1	4	19	7	13	2	5	0	0	1	0	0	0	5	5
"evm.TU.scaffold_4.2053"	0	6	19	4	11	2	0	0	0	9	9	0	0	1	6
"evm.TU.scaffold_4.2054"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2056"	245	170	138	111	180	145	179	134	59	41	48	30	88	16	57
"evm.TU.scaffold_4.2058"	13	2	5	3	17	4	6	4	0	0	0	0	32	26	1
"evm.TU.scaffold_4.206"	673	2446	1345	1442	1060	2233	3210	4015	1199	2110	940	1246	1367	1044	1015
"evm.TU.scaffold_4.2060"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2061"	7	19	28	23	91	39	43	90	38	43	85	49	69	28	29
"evm.TU.scaffold_4.2062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2063"	268	332	411	426	1096	180	177	256	301	253	353	482	437	422	239
"evm.TU.scaffold_4.2064"	24	27	52	9	551	52	24	46	30	14	4	8	8	15	15
"evm.TU.scaffold_4.2065"	3	7	2	2	0	3	0	0	12	0	0	0	4	0	0
"evm.TU.scaffold_4.2066"	133	169	195	159	507	279	265	301	161	251	186	173	160	154	217
"evm.TU.scaffold_4.2067"	101	150	179	104	363	206	156	152	168	92	304	114	193	100	85
"evm.TU.scaffold_4.2068"	14	44	46	22	40	6	10	17	20	21	0	1	43	5	12
"evm.TU.scaffold_4.2069"	1234	3630	2994	2071	3931	3638	4219	3426	824	920	1262	2154	1084	916	907
"evm.TU.scaffold_4.207"	3435	4808	5512	5475	7612	4098	4767	4252	4680	6677	3951	3972	5072	8315	2499
"evm.TU.scaffold_4.2071"	1134	1286	1569	1784	1268	951	918	883	1189	1260	1194	1229	1003	1029	704
"evm.TU.scaffold_4.2072"	891	1170	762	841	749	1509	2303	3467	1474	1071	702	553	677	1633	1808
"evm.TU.scaffold_4.2073"	281	182	302	266	1232	226	287	215	390	462	248	373	438	307	193
"evm.TU.scaffold_4.2074"	106	97	76	74	50	101	116	236	94	171	56	129	129	142	167
"evm.TU.scaffold_4.2075"	1467	1771	1841	1760	1881	1786	2204	2076	1533	1098	748	1119	581	1250	1227
"evm.TU.scaffold_4.2076"	4	2	7	8	7	2	7	4	31	14	34	14	43	16	14
"evm.TU.scaffold_4.2077"	353	280	387	415	691	191	143	136	413	449	452	610	690	497	355
"evm.TU.scaffold_4.2078"	166	692	757	461	1453	793	1016	691	157	273	311	398	239	234	189
"evm.TU.scaffold_4.2079"	98	157	148	177	198	256	361	357	116	169	119	87	154	105	50
"evm.TU.scaffold_4.208"	0	0	1	3	0	8	0	0	4	0	35	29	0	2	6
"evm.TU.scaffold_4.2080"	1	12	9	19	51	8	8	8	11	8	32	14	0	18	4
"evm.TU.scaffold_4.2081"	315	574	667	480	1193	607	457	442	605	687	764	624	540	512	315
"evm.TU.scaffold_4.2082"	240	532	541	393	1743	494	387	582	497	454	276	436	233	256	279
"evm.TU.scaffold_4.2083"	121	155	123	81	69	88	49	72	26	13	1	44	0	4	50
"evm.TU.scaffold_4.2084"	0	16	21	10	7	22	30	23	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2085"	1910	2495	3843	3521	8013	2317	2104	2374	4309	5711	5558	6164	5855	4189	2410
"evm.TU.scaffold_4.2086"	4086	3537	3684	3316	2240	2649	3295	3765	4221	2796	2520	2688	2287	3261	2924
"evm.TU.scaffold_4.2087"	1300	1308	1679	1950	2436	980	1179	1149	2484	2786	2300	2904	2744	2122	1350
"evm.TU.scaffold_4.2088"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2089"	607	518	891	1055	2447	483	512	561	1144	1188	1027	1158	682	1053	592
"evm.TU.scaffold_4.209"	160	185	238	332	634	182	152	118	210	224	115	172	168	157	96
"evm.TU.scaffold_4.2090"	262	319	244	299	197	343	400	616	199	143	116	172	93	138	262
"evm.TU.scaffold_4.2091"	24	0	24	42	142	29	7	13	5	6	16	11	23	27	7
"evm.TU.scaffold_4.2092"	1321	1267	1938	1589	4995	978	1081	1214	2335	2369	2423	2303	2611	1858	1293
"evm.TU.scaffold_4.2093"	514	371	661	586	719	186	320	281	882	1103	1131	878	1132	770	549
"evm.TU.scaffold_4.2094"	16	36	38	52	223	89	86	32	14	4	2	33	10	5	14
"evm.TU.scaffold_4.2095"	66	59	57	114	146	46	57	49	73	57	38	77	9	84	54
"evm.TU.scaffold_4.2096"	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2097"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2098"	0	1	0	11	1	0	0	0	0	0	3	0	0	0	0
"evm.TU.scaffold_4.2099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.21"	60	82	71	39	200	73	74	77	32	33	15	38	0	33	24
"evm.TU.scaffold_4.210"	3	9	12	20	0	0	9	12	0	0	0	1	0	2	8
"evm.TU.scaffold_4.2101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2102"	325	136	100	164	45	70	124	156	214	147	112	133	142	157	336
"evm.TU.scaffold_4.2103"	4609	4366	4025	3672	2609	3116	4128	3450	1431	1527	1363	1853	1335	1639	2124
"evm.TU.scaffold_4.2104"	10390	8832	7369	8642	4339	6122	7038	7152	9576	13168	16362	17246	18020	11468	9927
"evm.TU.scaffold_4.2105"	48	64	48	96	329	126	89	121	108	108	49	59	10	70	36
"evm.TU.scaffold_4.2106"	205	231	402	296	1010	215	238	243	594	951	215	372	578	474	201
"evm.TU.scaffold_4.2107"	444	488	703	873	2141	384	349	367	651	547	671	696	1056	734	438
"evm.TU.scaffold_4.2108"	93	104	196	103	284	47	103	82	92	93	95	132	107	73	64
"evm.TU.scaffold_4.2109"	13	31	45	35	187	54	59	36	72	85	52	45	168	36	32
"evm.TU.scaffold_4.211"	914	893	567	705	378	548	883	1130	1349	1311	664	775	1150	1448	942
"evm.TU.scaffold_4.2110"	334	734	554	428	383	679	978	1238	255	417	209	328	467	319	316
"evm.TU.scaffold_4.2111"	0	0	4	1	22	4	4	5	0	0	6	0	0	7	0
"evm.TU.scaffold_4.2112"	0	6	5	7	12	2	5	1	1	0	35	7	45	1	0
"evm.TU.scaffold_4.2113"	1047	1432	1367	1468	4412	1044	1106	1123	1251	1132	998	1736	1588	997	757
"evm.TU.scaffold_4.2114"	0	4	0	0	2	1	1	0	1	0	1	17	0	0	0
"evm.TU.scaffold_4.2115"	747	745	989	877	771	630	570	606	900	997	937	1163	678	409	537
"evm.TU.scaffold_4.2116_evm.TU.scaffold_4.2117"	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2118"	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"evm.TU.scaffold_4.212"	290	333	350	199	422	340	370	431	315	324	197	238	417	238	211
"evm.TU.scaffold_4.2120"	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2122"	63	22	56	56	207	52	35	39	101	141	43	76	60	11	28
"evm.TU.scaffold_4.2123"	1005	1001	1056	1028	3713	641	680	716	1192	937	1197	1043	1081	889	533
"evm.TU.scaffold_4.2124"	276	496	241	223	90	268	411	753	298	295	64	81	106	315	318
"evm.TU.scaffold_4.2125"	488	542	608	702	1919	478	429	417	714	653	877	670	856	468	466
"evm.TU.scaffold_4.2126"	335	707	542	485	788	527	775	867	316	246	363	442	423	219	259
"evm.TU.scaffold_4.2127"	0	0	12	7	0	0	0	5	0	0	0	0	0	0	1
"evm.TU.scaffold_4.2128"	0	0	5	9	1	5	0	0	10	0	0	0	0	0	4
"evm.TU.scaffold_4.2129"	3164	4763	4864	3708	3376	4918	6094	5106	1786	1967	2021	3562	3004	1623	2314
"evm.TU.scaffold_4.213"	722	765	866	521	974	574	565	750	393	336	299	247	183	387	251
"evm.TU.scaffold_4.2130"	3033	4296	4473	3443	2866	4862	5865	4666	1501	1492	1540	3095	2389	1358	2144
"evm.TU.scaffold_4.2131"	1438	1560	1789	1732	2941	1406	1278	1067	1607	1585	1460	1616	1261	1710	1132
"evm.TU.scaffold_4.2132"	915	192	276	380	122	199	255	312	324	358	299	224	352	542	392
"evm.TU.scaffold_4.2133"	1945	1487	1918	1863	3400	1055	1286	1552	2067	2465	1673	2086	2015	2140	1617
"evm.TU.scaffold_4.2134"	56	93	136	104	76	34	62	96	162	276	173	243	220	166	82
"evm.TU.scaffold_4.2135"	2236	2294	2329	2448	3214	2416	3301	2722	2035	2757	1781	1650	2109	2095	1541
"evm.TU.scaffold_4.2136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.214"	20	0	1	0	0	1	0	0	0	0	0	0	0	7	2
"evm.TU.scaffold_4.2140_evm.TU.scaffold_4.2141"	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_4.2142"	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2143"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2145"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2147"	2636	4586	3642	2686	10918	4727	4507	5763	6431	7476	6908	5618	6661	3142	3664
"evm.TU.scaffold_4.2148"	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2149"	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2150"	291	226	294	274	343	154	153	158	455	526	304	459	478	316	284
"evm.TU.scaffold_4.2151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2152"	0	3	7	0	0	1	1	13	5	0	0	0	0	11	3
"evm.TU.scaffold_4.2153"	13599	15414	9763	10533	7156	13564	19886	28394	19850	19491	9012	11303	14509	21386	14173
"evm.TU.scaffold_4.2154"	161	106	76	89	220	312	492	601	362	236	97	50	55	77	159
"evm.TU.scaffold_4.2155"	2991	2648	2082	1807	1593	2452	3487	4913	3797	3659	2303	1866	2611	4092	3469
"evm.TU.scaffold_4.2156"	18	1	14	20	10	4	21	30	46	47	0	0	53	24	15
"evm.TU.scaffold_4.2157"	5600	6292	4932	4912	3410	5641	8475	12345	7314	6762	3392	3034	5192	7033	6440
"evm.TU.scaffold_4.2159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2161"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2162"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2163"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2164"	0	1	0	0	4	2	0	0	0	0	55	0	0	0	4
"evm.TU.scaffold_4.2165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2166"	0	7	0	0	0	0	1	0	0	0	0	20	0	0	12
"evm.TU.scaffold_4.2167"	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2168"	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2169"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.217"	787	808	1107	1104	1377	563	628	741	1357	1341	1512	1376	1489	1200	787
"evm.TU.scaffold_4.2170"	147	101	121	153	147	82	82	141	226	256	172	269	278	140	138
"evm.TU.scaffold_4.2171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2172"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2174"	203	265	388	353	1546	377	505	408	473	1157	221	284	838	379	141
"evm.TU.scaffold_4.2175"	146	194	146	126	302	245	261	148	16	16	0	24	88	0	8
"evm.TU.scaffold_4.2176"	186	181	171	180	249	231	266	152	125	153	49	88	53	75	61
"evm.TU.scaffold_4.2177"	1018	2289	1341	1143	620	1688	2180	3499	554	434	167	538	385	690	975
"evm.TU.scaffold_4.2178"	3656	3337	2993	2591	2954	2729	3768	4348	2351	2359	1117	1467	2151	1992	2783
"evm.TU.scaffold_4.218"	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2180"	0	1	0	2	1	0	0	0	13	0	0	0	0	0	0
"evm.TU.scaffold_4.2181"	1000	1290	633	1006	1127	1013	1239	2406	1567	1291	504	882	936	1206	1078
"evm.TU.scaffold_4.2182"	834	1138	533	824	383	824	1124	2036	1300	952	343	600	655	976	912
"evm.TU.scaffold_4.2183"	839	1666	1655	1061	3018	1449	1549	1896	2043	2181	2129	1781	2290	1275	936
"evm.TU.scaffold_4.2184"	11	30	32	52	138	55	74	56	17	17	60	73	72	26	13
"evm.TU.scaffold_4.2185"	129	211	132	171	84	168	257	282	255	238	135	128	221	179	263
"evm.TU.scaffold_4.2186"	2397	4332	3275	3024	1887	4246	5644	6313	2319	1981	1635	1719	2053	2667	2981
"evm.TU.scaffold_4.2188"	48	20	44	45	19	30	20	7	9	10	2	0	32	12	17
"evm.TU.scaffold_4.2189"	385	299	257	282	584	192	261	258	522	591	397	377	348	305	256
"evm.TU.scaffold_4.219"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2190"	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2191"	609	613	808	678	1608	578	509	574	890	1016	855	698	873	707	630
"evm.TU.scaffold_4.2192"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2193"	3	13	2	14	5	10	3	0	44	0	9	0	5	4	0
"evm.TU.scaffold_4.2194"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2196"	0	1	1	8	14	13	6	7	0	2	0	0	0	0	0
"evm.TU.scaffold_4.22"	20	46	32	26	165	39	42	19	21	19	11	3	8	11	11
"evm.TU.scaffold_4.2201"	44	74	88	120	61	74	61	136	108	201	121	146	92	123	91
"evm.TU.scaffold_4.2202"	844	1113	884	644	512	896	1425	1438	597	516	470	722	678	548	932
"evm.TU.scaffold_4.2203"	210	275	228	207	375	190	243	332	685	793	586	342	648	510	338
"evm.TU.scaffold_4.2204"	49	139	112	61	385	120	139	284	253	441	223	289	285	123	165
"evm.TU.scaffold_4.2205"	1062	875	1118	1071	2808	595	598	757	1586	1408	1467	1459	1531	1203	751
"evm.TU.scaffold_4.2206"	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2209"	0	0	7	0	0	1	0	0	0	12	0	0	0	0	0
"evm.TU.scaffold_4.2210"	25	49	50	41	194	24	12	30	44	110	42	32	93	40	21
"evm.TU.scaffold_4.2211"	278	168	227	220	295	217	220	144	63	52	31	57	114	85	68
"evm.TU.scaffold_4.2212"	341	266	194	224	183	229	367	402	214	175	75	112	168	314	341
"evm.TU.scaffold_4.2213"	9	12	15	20	29	4	6	9	22	41	27	29	0	7	13
"evm.TU.scaffold_4.2214"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
"evm.TU.scaffold_4.2215"	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2216"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2217"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2219"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.222"	0	0	5	0	0	4	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2221"	15	17	12	38	43	32	1	1	34	63	30	82	70	8	7
"evm.TU.scaffold_4.2222"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"evm.TU.scaffold_4.2223"	32	14	11	46	22	39	3	4	41	39	27	100	125	9	11
"evm.TU.scaffold_4.2224"	413	492	720	645	2269	665	600	511	576	1255	606	496	1019	654	348
"evm.TU.scaffold_4.2225"	0	1	0	3	15	11	13	12	13	12	0	11	0	0	2
"evm.TU.scaffold_4.2226"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"evm.TU.scaffold_4.2227"	171	158	173	270	476	135	211	117	150	284	94	245	214	224	89
"evm.TU.scaffold_4.2228"	154	156	150	60	280	122	120	188	191	261	49	186	149	147	122
"evm.TU.scaffold_4.2229"	2960	3461	3294	2843	4123	3612	3959	3968	3272	3786	2550	2369	3964	2454	2783
"evm.TU.scaffold_4.223"	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2230"	208	276	261	210	283	139	205	231	232	230	119	227	303	284	210
"evm.TU.scaffold_4.2231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2232"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2233"	9	17	40	18	186	51	56	30	33	49	0	9	15	1	20
"evm.TU.scaffold_4.2234"	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2235"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2236"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2239"	0	13	1	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2243"	47	75	82	86	159	91	120	106	111	204	73	49	199	174	48
"evm.TU.scaffold_4.2244"	198	504	292	146	174	451	622	1737	184	150	195	111	222	258	332
"evm.TU.scaffold_4.2245"	244	572	485	556	1663	798	709	615	687	1031	773	744	1077	417	358
"evm.TU.scaffold_4.2246"	31	8	8	21	45	12	22	27	10	8	7	0	0	22	0
"evm.TU.scaffold_4.2247"	65	74	128	111	137	98	132	159	52	20	43	6	93	58	23
"evm.TU.scaffold_4.2248"	119	145	186	113	454	134	176	208	182	334	148	96	354	162	141
"evm.TU.scaffold_4.2249"	261	483	705	453	1325	681	561	484	486	451	359	459	798	292	286
"evm.TU.scaffold_4.225"	3	0	3	2	2	5	3	6	14	10	0	0	0	4	4
"evm.TU.scaffold_4.2250"	486	782	613	767	998	684	770	851	505	257	277	300	411	452	546
"evm.TU.scaffold_4.2251"	44	82	22	35	21	41	29	75	44	39	9	26	75	34	13
"evm.TU.scaffold_4.2252"	673	919	794	638	1707	1155	1718	1543	507	699	309	537	474	595	473
"evm.TU.scaffold_4.2253"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2254"	1122	1033	1526	1499	2259	777	860	984	2174	1799	1942	1746	1808	1429	949
"evm.TU.scaffold_4.2255"	3526	2386	2539	1967	2206	2058	2673	3305	2146	2005	903	1243	1580	1328	1680
"evm.TU.scaffold_4.2256"	39	47	62	52	108	36	51	39	134	61	19	82	41	78	63
"evm.TU.scaffold_4.2257"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_4.2258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
